rid,mstyle,customer,brand,inv_mgr,item_status,vol_tier,l13w_avg,l26w_avg,man_total,ai_total,ord_total,l13w_26basis,delta_pct,direction,man_zeros,ai_zeros,killed,front_load_score,man_vs_l13,ai_vs_l13,spike_weeks,MAN_W1,MAN_W2,MAN_W3,MAN_W4,MAN_W5,MAN_W6,MAN_W7,MAN_W8,MAN_W9,MAN_W10,MAN_W11,MAN_W12,MAN_W13,MAN_W14,MAN_W15,MAN_W16,MAN_W17,MAN_W18,MAN_W19,MAN_W20,MAN_W21,MAN_W22,MAN_W23,MAN_W24,MAN_W25,MAN_W26,AI_W1,AI_W2,AI_W3,AI_W4,AI_W5,AI_W6,AI_W7,AI_W8,AI_W9,AI_W10,AI_W11,AI_W12,AI_W13,AI_W14,AI_W15,AI_W16,AI_W17,AI_W18,AI_W19,AI_W20,AI_W21,AI_W22,AI_W23,AI_W24,AI_W25,AI_W26,ORD_W1,ORD_W2,ORD_W3,ORD_W4,ORD_W5,ORD_W6,ORD_W7,ORD_W8,ORD_W9,ORD_W10,ORD_W11,ORD_W12,ORD_W13,ORD_W14,ORD_W15,ORD_W16,ORD_W17,ORD_W18,ORD_W19,ORD_W20,ORD_W21,ORD_W22,ORD_W23,ORD_W24,ORD_W25,ORD_W26
13149.0,BB0332,ACE HARDWARE CORPORATION,Kingsford Rolled Foil,Tae Kang,Active: Replen,HIGH,713.4615384615385,531.7307692307693,12440.0,16905.0,209.0,18550.0,-26.41,DOWN,20,2,True,3.3326,0.6706199460916442,0.9113207547169812,2|5|21,0.0,2475.0,0.0,0.0,3700.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,770.0,770.0,805.0,875.0,805.0,840.0,805.0,0.0,315.0,595.0,1085.0,700.0,700.0,735.0,595.0,525.0,735.0,805.0,595.0,735.0,595.0,630.0,630.0,525.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13168.0,BB0096,"AMAZON.COM.KYDC,INC",Glad,John Grossi,Active: Replen,MED,349.8461538461539,412.6153846153846,12015.0,5004.0,209.0,9096.000000000002,140.11,UP,0,0,False,1.0710,1.3209102902374668,0.550131926121372,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,410.0,410.0,410.0,570.0,570.0,570.0,570.0,410.0,410.0,410.0,410.0,535.0,535.0,535.0,535.0,535.0,410.0,410.0,410.0,410.0,425.0,425.0,425.0,425.0,425.0,425.0,204.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13169.0,BB0098,"AMAZON.COM.KYDC,INC",Glad,John Grossi,Active: Replen,HIGH,1271.538461538461,1223.769230769231,39085.0,30216.0,209.0,33059.999999999985,29.35,UP,0,0,False,1.0584,1.1822444041137332,0.913974591651543,,1525.0,1525.0,1525.0,1600.0,1600.0,1600.0,1600.0,1400.0,1400.0,1400.0,1400.0,1500.0,1500.0,1500.0,1500.0,1500.0,1465.0,1465.0,1465.0,1465.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1020.0,1128.0,1128.0,1128.0,1236.0,1296.0,1416.0,1416.0,1272.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13171.0,BB0102,"AMAZON.COM.KYDC,INC",Glad,John Grossi,Active: Replen,LOW,66.46153846153847,59.07692307692308,2885.0,1500.0,209.0,1728.0000000000002,92.33,UP,0,1,False,0.9955,1.669560185185185,0.8680555555555555,1|2|3|12|13|14|15|16,125.0,125.0,125.0,100.0,100.0,100.0,100.0,115.0,115.0,115.0,115.0,130.0,130.0,130.0,130.0,130.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13172.0,BB0332,"AMAZON.COM.KYDC,INC",Kingsford Rolled Foil,John Grossi,Active: Replen,ZERO,0.0,0.0,3355.0,0.0,209.0,0.0,999.0,UP,0,26,False,,,,,125.0,125.0,125.0,165.0,165.0,165.0,165.0,140.0,140.0,140.0,140.0,110.0,110.0,110.0,110.0,110.0,100.0,100.0,100.0,100.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13193.0,FF10159,"AMAZON.COM.KYDC,INC",Arm & Hammer Core Grooming,John Grossi,Active: Replen,MED,353.5384615384615,1755.461538461539,0.0,111066.0,209.0,9191.999999999998,-100.00,DOWN,26,0,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,3228.0,3228.0,3228.0,14082.0,3228.0,3228.0,3228.0,3228.0,6750.0,3228.0,3228.0,3228.0,3228.0,3228.0,3228.0,3228.0,3228.0,6750.0,3228.0,3228.0,3228.0,14082.0,3228.0,3228.0,3228.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13194.0,FF10162,"AMAZON.COM.KYDC,INC",Arm & Hammer Core Grooming,John Grossi,Active: Replen,LOW,64.15384615384616,32.07692307692308,0.0,14790.0,209.0,1668.0000000000002,-100.00,DOWN,26,0,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,582.0,672.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13202.0,FF10475,"AMAZON.COM.KYDC,INC",Arm & Hammer Core Grooming,John Grossi,Active: Replen,MED,198.0,188.3076923076923,7355.0,23310.0,209.0,5148.0,-68.45,DOWN,0,0,False,0.8704,1.4287101787101788,4.527972027972028,,100.0,100.0,100.0,315.0,315.0,315.0,315.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,900.0,900.0,900.0,900.0,900.0,900.0,1350.0,900.0,900.0,900.0,900.0,900.0,900.0,1350.0,900.0,1350.0,900.0,900.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13204.0,FF10556,"AMAZON.COM.KYDC,INC",Glad for Pets,John Grossi,Active: Replen,MED,311.8461538461539,250.9615384615385,11150.0,9222.0,209.0,8108.000000000002,20.91,UP,0,0,False,1.1413,1.3751850024666992,1.13739516526887,,430.0,430.0,430.0,400.0,400.0,400.0,400.0,455.0,455.0,455.0,455.0,435.0,435.0,435.0,435.0,400.0,400.0,400.0,400.0,400.0,450.0,450.0,450.0,450.0,450.0,450.0,172.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13221.0,FF11353,"AMAZON.COM.KYDC,INC",Glad for Pets,John Grossi,Active: Replen,MED,480.0,572.3076923076923,3170.0,5964.0,209.0,12480.0,-46.85,DOWN,0,0,False,0.3395,0.25400641025641024,0.4778846153846154,,125.0,125.0,125.0,110.0,110.0,110.0,110.0,120.0,120.0,120.0,120.0,145.0,145.0,145.0,145.0,145.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,636.0,636.0,636.0,636.0,336.0,168.0,180.0,180.0,180.0,156.0,156.0,156.0,156.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,144.0,144.0,144.0,132.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13341.0,FF4577,"AMAZON.COM.KYDC,INC",Arm & Hammer Specialty,John Grossi,Active: Replen,ZERO,0.0,0.0,2700.0,0.0,209.0,0.0,999.0,UP,8,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13342.0,FF4771,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13343.0,FF4775,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13345.0,FF4776,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13346.0,FF4849,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13347.0,FF4923,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13350.0,FF4930,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13351.0,FF4933,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,LOW,18.46153846153846,16.61538461538462,0.0,1392.0,209.0,479.99999999999994,-100.00,DOWN,26,0,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.0,48.0,72.0,48.0,48.0,48.0,72.0,48.0,48.0,48.0,72.0,48.0,48.0,48.0,72.0,48.0,48.0,48.0,72.0,48.0,48.0,48.0,72.0,48.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13353.0,FF4935,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13355.0,FF4936,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13357.0,FF5715,"AMAZON.COM.KYDC,INC",Arm & Hammer Specialty,John Grossi,Active: Replen,HIGH,675.6923076923077,578.7692307692307,15450.0,24048.0,209.0,17568.0,-35.75,DOWN,0,0,False,1.2693,0.8794398907103825,1.3688524590163935,,615.0,615.0,615.0,620.0,620.0,620.0,620.0,700.0,700.0,700.0,700.0,535.0,535.0,535.0,535.0,535.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,432.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,1152.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13359.0,FF5766,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13360.0,FF5769,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13361.0,FF5776,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13362.0,FF5777,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13365.0,FF5807,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,ZERO,0.0,0.0,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13366.0,FF5952,"AMAZON.COM.KYDC,INC",Arm & Hammer Specialty,John Grossi,Active: Replen,ZERO,0.0,272.0769230769231,0.0,0.0,209.0,0.0,0.00,BOTH_ZERO,26,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13368.0,FF6305,"AMAZON.COM.KYDC,INC",Arm & Hammer Core Dental,John Grossi,Active: Replen,HIGH,755.0769230769231,696.0,14840.0,15096.0,209.0,19632.0,-1.70,FLAT,0,0,False,0.9938,0.7559087204563977,0.7689486552567237,,550.0,550.0,550.0,590.0,590.0,590.0,590.0,615.0,615.0,615.0,615.0,520.0,520.0,520.0,520.0,520.0,550.0,550.0,550.0,550.0,595.0,595.0,595.0,595.0,595.0,595.0,192.0,936.0,192.0,936.0,192.0,936.0,192.0,936.0,192.0,984.0,192.0,984.0,192.0,984.0,192.0,984.0,192.0,984.0,192.0,984.0,192.0,984.0,192.0,984.0,192.0,984.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13369.0,FF6554,"AMAZON.COM.KYDC,INC",Burt's Bees,John Grossi,Active: Replen,LOW,92.3076923076923,64.61538461538461,486.0,20628.0,209.0,2400.0,-97.64,DOWN,20,0,True,0.8333,0.2025,8.595,,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,906.0,906.0,840.0,840.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13370.0,FF6989,"AMAZON.COM.KYDC,INC",Arm & Hammer Specialty,John Grossi,Active: Replen,HIGH,830.7692307692307,1061.076923076923,19075.0,35472.0,209.0,21600.0,-46.23,DOWN,5,0,False,0.2738,0.8831018518518519,1.6422222222222222,,0.0,0.0,0.0,0.0,0.0,1100.0,1100.0,750.0,750.0,750.0,750.0,975.0,975.0,975.0,975.0,975.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,1200.0,1056.0,1200.0,1056.0,1248.0,1056.0,1440.0,1056.0,1776.0,1344.0,1488.0,1344.0,1488.0,1344.0,1488.0,1344.0,1488.0,1344.0,1488.0,1344.0,1488.0,1344.0,1680.0,1344.0,1680.0,1344.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
13376.0,FF7110,"AMAZON.COM.KYDC,INC",Biosilk [LIQUIDS],John Grossi,Active: Replen,ZERO,0.0,66.6923076923077,2610.0,0.0,209.0,0.0,999.0,UP,8,26,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
