mstyle,top_issue,issues,n_accounts,top_accounts,beg_inv_w1,effective_w1,w2_beg,w2_rcv,carry_est,avg_demand_wk,man_26w,ai_26w,lt_wks,opt_wos,current_wos,stockout_wk,next_rcpt,moq,pipeline
FF26974,MISMATCH,MISMATCH,1,16820-FF26974,1667,1667,1667,0,,235.3,6119,2466,16.0,4.0,6.1,,2026-09-17,10000,8669
FF4934,MISMATCH,MISMATCH,7,"16128-FF4934, 23011-FF4934, 2953-FF4934",3914,3914,3722,0,,242.3,6058,4302,16.0,6.0,16.2,,2026-09-17,5000,6938
FF34430,MISMATCH,MISMATCH,4,"1864-FF34430, 12893-FF34430, 23651-FF34430",7336,7336,10324,3000,,232.9,6055,2622,10.6,6.0,31.4,,2026-08-10,15000,11338
FF37636,MISMATCH,MISMATCH,3,"1864-FF37636, 21025-FF37636, 3102-FF37636",5674,5674,5674,0,,228.8,5948,4671,9.4,4.0,24.8,24,2026-08-02,10000,5674
FF7266AMZ,MISMATCH,MISMATCH,1,1864-FF7266AMZ,7044,7044,7044,0,,232.2,5805,2184,15.3,4.0,30.3,,2026-09-12,5000,10648
BB0424EC,MISMATCH,MISMATCH,1,1864-BB0424EC,5004,5004,5004,0,,228.0,5700,546,13.0,4.0,21.9,,2026-08-27,10000,10008
FF5780,MISMATCH,MISMATCH,3,"1864-FF5780, 3102-FF5780, 12893-FF5780",6646,6646,6430,0,,227.6,5689,4140,9.6,6.0,29.2,,2026-08-03,15000,17650
FF6553,MISMATCH,MISMATCH,3,"3102-FF6553, 23011-FF6553, 6478-FF6553",2003,2003,1979,0,,218.0,5667,2682,16.0,4.0,9.1,,2026-09-17,5000,6003
FF26777KL,MISMATCH,MISMATCH,1,11169-FF26777KL,2904,2904,2754,0,,221.3,5532,3300,12.3,4.0,13.1,26,2026-08-22,6000,5406
BB16853,MISMATCH,MISMATCH,2,"1864-BB16853, 7291-BB16853",14652,14652,14652,0,,219.0,5475,4044,10.6,5.0,66.9,,2026-08-10,10008,14652
FF33867,MISMATCH,MISMATCH,1,1864-FF33867,7126,7126,7126,0,,216.0,5400,1248,12.3,4.0,33.0,,2026-08-22,15000,16126
FF6560,MISMATCH,MISMATCH,2,"3080-FF6560, 23018-FF6560",4525,4525,4525,0,,203.2,5282,3270,16.0,4.0,18.5,,2026-09-17,1000,6529
FF12377,MISMATCH,MISMATCH,5,"1864-FF12377, 3102-FF12377, 9108-FF12377",3382,3382,3328,0,,210.8,5269,3252,10.0,6.0,16.0,,2026-08-06,2600,5986
BB33534,MISMATCH,MISMATCH,4,"1864-BB33534, 7199-BB33534, 13640-BB33534",10572,10572,10572,0,,228.3,5250,264,13.9,6.0,46.3,,2026-09-02,10000,10572
BB13448CLR/12,MISMATCH,MISMATCH,1,23011-BB13448CLR/12,4500,4500,4500,0,,200.0,5200,2796,11.7,4.0,21.5,,2026-08-18,5000,6504
FF31608,MISMATCH,MISMATCH,3,"1864-FF31608, 23011-FF31608, 3102-FF31608",2907,2907,2907,0,,198.5,5160,1128,12.4,4.0,14.4,,2026-08-23,5004,5907
BB33526,MISMATCH,MISMATCH,3,"1864-BB33526, 18360-BB33526, 16001-BB33526",12576,12576,12576,0,,242.9,5100,2790,13.9,5.0,51.8,,2026-09-02,10000,12576
FF8258,MISMATCH,MISMATCH,7,"23685-FF8258, 1587-FF8258, 13149-FF8258",9006,9006,9006,0,,195.3,5077,3354,14.6,6.0,45.5,,2026-09-07,5000,9006
FF34466,MISMATCH,MISMATCH,2,"16579-FF34466, 3102-FF34466",3000,3000,3000,0,,194.0,5044,1560,17.6,6.0,14.5,,2026-09-28,10000,8520
FF33135,MISMATCH,MISMATCH,2,"1864-FF33135, 9108-FF33135",4796,4796,4796,0,,190.6,4955,1980,7.0,4.0,25.1,26,2026-07-16,2600,4796
FF33137,MISMATCH,MISMATCH,3,"1864-FF33137, 2342-FF33137, 9108-FF33137",1098,1098,1098,0,,190.6,4955,2988,11.0,4.0,5.7,18,2026-08-13,4000,3600
FF8423AMZ3,MISMATCH,MISMATCH,1,1864-FF8423AMZ3,2400,2400,2400,0,,196.8,4920,3444,8.0,4.0,12.2,19,2026-07-23,48,3408
FF22317KL,MISMATCH,MISMATCH,1,11169-FF22317KL,3768,3768,3624,0,,195.8,4896,3936,12.3,4.0,19.2,,2026-08-22,5016,5784
FF12824,MISMATCH,MISMATCH,5,"1864-FF12824, 9108-FF12824, 3102-FF12824",10413,10413,10413,0,,187.3,4869,3084,13.4,5.0,55.5,,2026-08-30,10000,10413
FF31605,MISMATCH,MISMATCH,4,"1864-FF31605, 3102-FF31605, 23011-FF31605",2081,2081,2033,0,,185.0,4810,3852,12.4,4.0,11.1,25,2026-08-23,5004,4589
FF36250,MISMATCH,MISMATCH,2,"1864-FF36250, 3102-FF36250",3538,3538,3520,0,,192.0,4800,1104,17.6,4.0,18.4,,2026-09-28,1000,6244
FF29834,MISMATCH,MISMATCH,5,"1864-FF29834, 23011-FF29834, 19718-FF29834",7570,7570,7534,0,,179.1,4656,1884,14.4,6.0,41.7,,2026-09-06,5000,7570
BB15067,MISMATCH,MISMATCH,1,1864-BB15067,3197,3197,6197,3000,,184.8,4620,1500,16.4,4.0,17.3,,2026-09-20,5000,8201
FF22071KL,MISMATCH,MISMATCH,1,11169-FF22071KL,5040,5040,4944,0,,180.6,4514,2976,11.6,4.0,27.9,,2026-08-17,5000,5490
FF4930,MISMATCH,MISMATCH,8,"20474-FF4930, 16128-FF4930, 2973-FF4930",1931,1931,1307,0,,165.6,4306,3007,16.0,6.0,11.1,,2026-09-17,5000,5783
FF32365,MISMATCH,MISMATCH,4,"1864-FF32365, 3102-FF32365, 33011-FF32365",3191,3191,3171,0,,161.7,4205,2400,13.0,4.0,19.6,,2026-08-27,10000,5791
FF31481,MISMATCH,MISMATCH,4,"1864-FF31481, 3102-FF31481, 23011-FF31481",7309,7309,7273,0,,167.4,4186,1997,19.7,6.0,43.7,,2026-10-13,10008,7309
FF8425PCS2,MISMATCH,MISMATCH,1,1864-FF8425PCS2,3204,3204,3204,0,,167.4,4185,1404,8.0,4.0,19.1,21,2026-07-23,48,3204
FF4775PCS2,MISMATCH,MISMATCH,1,1864-FF4775PCS2,978,978,978,0,,163.8,4095,1989,16.0,4.0,6.0,,2026-09-17,48,4680
FF32652,MISMATCH,MISMATCH,3,"16579-FF32652, 3102-FF32652, 1864-FF32652",1999,1999,1999,0,,157.2,4086,1145,16.6,6.0,11.8,,2026-09-21,5000,7003
FF6989AU,MISMATCH,MISMATCH,2,"1884-FF6989AU, 16648-FF6989AU",3540,3540,3540,0,,156.0,4055,2984,12.3,0.0,22.3,23,2026-08-22,15000,3540
FF37259,MISMATCH,MISMATCH,2,"1864-FF37259, 21025-FF37259",4726,4726,4726,0,,161.6,4040,2612,11.6,4.0,29.2,,2026-08-17,5000,4726
FF22072KL,MISMATCH,MISMATCH,1,11169-FF22072KL,3648,3648,3600,0,,168.0,4032,2784,11.6,4.0,21.7,,2026-08-17,5000,5088
FF4776,MISMATCH,MISMATCH,4,"3102-FF4776, 23011-FF4776, 3892-FF4776",3349,3349,3253,0,,154.7,4021,2982,16.0,6.0,21.6,,2026-09-17,5000,5349
FF27997,MISMATCH,MISMATCH,3,"1864-FF27997, 3102-FF27997, 23011-FF27997",7660,7660,7656,0,,160.2,4005,1192,10.7,6.0,47.8,,2026-08-11,5000,7800
BB35041,MISMATCH,MISMATCH,8,"22008-BB35041, 3892-BB35041, 1587-BB35041",4548,4548,4548,0,,494.5,3956,2820,12.4,6.0,9.2,,2026-08-23,10000,9552
BB15070,MISMATCH,MISMATCH,3,"1864-BB15070, 3700-BB15070, 4651-BB15070",12539,12539,12503,0,,151.3,3934,1716,16.4,0.0,82.7,,2026-09-20,5000,12539
FF4933AMZ,MISMATCH,MISMATCH,1,1864-FF4933AMZ,2664,2664,2664,0,,155.0,3875,1824,16.0,4.0,17.2,,2026-09-17,5000,4176
FF32653,MISMATCH,MISMATCH,2,"16579-FF32653, 3102-FF32653",1854,1854,1854,0,,148.2,3852,1145,16.6,6.0,11.5,,2026-09-21,5000,6858
FF32656,MISMATCH,MISMATCH,3,"16579-FF32656, 1864-FF32656, 3102-FF32656",1699,1699,1699,0,,146.5,3810,948,16.6,6.0,10.7,,2026-09-21,5000,6703
BB0015,MISMATCH,MISMATCH,4,"13640-BB0015, 1864-BB0015, 12835-BB0015",10014,10014,8814,0,,150.6,3766,642,10.6,6.0,66.5,,2026-08-10,10002,10014
FF26972,MISMATCH,MISMATCH,1,16820-FF26972,3941,3941,3941,0,,141.7,3683,1470,16.0,4.0,26.8,,2026-09-17,10000,3941
FF7267KL,MISMATCH,MISMATCH,1,11169-FF7267KL,1884,1884,1806,0,,146.6,3666,2736,15.3,4.0,12.8,25,2026-09-12,5000,3384
FF8832KL,MISMATCH,MISMATCH,1,11169-FF8832KL,5232,5232,5160,0,,140.9,3522,2628,14.7,4.0,37.1,,2026-09-08,1440,5232
FF11927KL,MISMATCH,MISMATCH,1,11169-FF11927KL,5112,5112,4992,0,,144.0,3456,2544,14.7,4.0,35.5,,2026-09-08,1440,5112
FF32657,MISMATCH,MISMATCH,2,"16579-FF32657, 1864-FF32657",1852,1852,1852,0,,129.8,3376,924,16.6,6.0,13.2,,2026-09-21,5000,6856
BB15076,MISMATCH,MISMATCH,1,1864-BB15076,5987,5987,5987,0,,133.6,3340,2297,16.4,5.0,44.8,,2026-09-20,5000,5987
FF12849PCS3,MISMATCH,MISMATCH,1,1864-FF12849PCS3,2124,2124,2124,0,,127.4,3185,1744,12.3,4.0,16.7,18,2026-08-22,6000,2124
FF14364PCS3,MISMATCH,MISMATCH,1,1864-FF14364PCS3,3132,3132,3132,0,,136.5,3140,892,12.3,4.0,22.9,,2026-08-22,20000,3732
BB12010,MISMATCH,MISMATCH,2,"1864-BB12010, 4651-BB12010",7632,7632,7632,0,,125.1,3128,1848,11.9,4.0,61.0,,2026-08-19,5000,7632
FF12353AMZ,MISMATCH,MISMATCH,1,1864-FF12353AMZ,2092,2092,2092,0,,125.0,3125,762,15.3,4.0,22.3,24,2026-09-12,5000,2792
FF5777,MISMATCH,MISMATCH,6,"23011-FF5777, 13225-FF5777, 3102-FF5777",1820,1820,1814,0,,124.4,3111,1434,16.0,6.0,14.6,,2026-09-17,5000,3824
BB21167,MISMATCH,MISMATCH,1,1864-BB21167,4600,4600,4600,0,,124.0,3100,455,12.4,0.0,37.1,,2026-08-23,10000,4600
FF6305PCS2,MISMATCH,MISMATCH,1,1864-FF6305PCS2,3408,3408,3408,0,,134.8,3100,660,5.9,4.0,25.3,,2026-07-08,0,3408
FF4930AMZ,MISMATCH,MISMATCH,1,1864-FF4930AMZ,7122,7122,7122,0,,152.2,3045,1464,15.3,4.0,46.8,,2026-09-12,5000,7122
FF8831KL,MISMATCH,MISMATCH,1,11169-FF8831KL,4344,4344,4260,0,,121.4,3035,1704,14.7,4.0,35.8,,2026-09-08,1440,4344
FF7619PCS2,MISMATCH,MISMATCH,1,1864-FF7619PCS2,2100,2100,2100,0,,119.2,2980,780,8.3,4.0,17.6,,2026-07-25,48,4500
FF10159AU,MISMATCH,MISMATCH,2,"1884-FF10159AU, 16648-FF10159AU",3944,3944,3944,0,,112.8,2932,948,14.4,0.0,34.9,,2026-09-06,6000,3944
BB26737,MISMATCH,MISMATCH,2,"1864-BB26737, 33011-BB26737",2060,2060,2060,0,,111.0,2885,700,15.3,4.0,18.5,,2026-09-12,2500,4560
BB30139,MISMATCH,MISMATCH,2,"1864-BB30139, 33011-BB30139",3704,3704,3680,0,,111.0,2885,1826,15.3,4.0,33.3,,2026-09-12,10000,3704
FF13885PCS3,MISMATCH,MISMATCH,1,1864-FF13885PCS3,2768,2768,2768,0,,116.0,2785,1792,10.7,4.0,23.9,26,2026-08-11,2934,2768
FF36213,MISMATCH,MISMATCH,3,"21025-FF36213, 16579-FF36213, 1864-FF36213",3338,3338,3338,0,,102.1,2655,1668,19.7,4.0,32.6,,2026-10-13,10008,8342
FF20301PS,MISMATCH,MISMATCH,1,16553-FF20301PS,8107,8107,7723,0,,371.7,2602,504,14.9,0.0,21.8,,2026-09-09,6000,8107
FF13879PCS2,MISMATCH,MISMATCH,1,1864-FF13879PCS2,1341,1341,1341,0,,102.8,2570,1317,12.4,4.0,13.0,24,2026-08-23,2004,2241
FF12283,MISMATCH,MISMATCH,2,"1864-FF12283, 3102-FF12283",4090,4090,4078,0,,101.5,2537,912,17.6,6.0,40.3,,2026-09-28,1000,4090
FF5807AMZ2,MISMATCH,MISMATCH,1,1864-FF5807AMZ2,2007,2007,2007,0,,114.0,2507,1260,16.0,4.0,17.6,22,2026-09-17,48,2007
FF12853PCS3,MISMATCH,MISMATCH,1,1864-FF12853PCS3,1776,1776,1776,0,,100.2,2505,1336,13.0,4.0,17.7,25,2026-08-27,6000,2376
BB26584,MISMATCH,MISMATCH,2,"1864-BB26584, 33011-BB26584",4818,4818,4818,0,,95.0,2470,1928,15.3,4.0,50.6,,2026-09-12,10000,4818
FF20210EC,MISMATCH,MISMATCH,1,1864-FF20210EC,4080,4080,4080,0,,98.2,2455,150,13.0,4.0,41.5,,2026-08-27,6000,4080
BB12383,MISMATCH,MISMATCH,3,"1864-BB12383, 13032-BB11981, 13032-BB12383",1936,1936,1936,0,,91.4,2377,1824,10.3,4.0,21.0,,2026-08-08,2500,3760
BB0463,MISMATCH,MISMATCH,2,"1864-BB0463, 13032-BB0463",4931,4931,4931,0,,94.6,2365,1296,11.9,4.0,52.1,,2026-08-19,5000,4931
FF28226,MISMATCH,MISMATCH,3,"16128-FF28226, 16553-FF28226, 19790-FF28226",2415,2415,2409,0,,94.4,2361,1110,16.7,4.0,25.6,,2026-09-22,1000,3909
FF17544,MISMATCH,MISMATCH,1,1885-FF17544,1188,1188,1188,0,,93.8,2345,1908,14.9,4.0,12.7,,2026-09-09,3000,3204
FF30746,MISMATCH,MISMATCH,3,"1864-FF30746, 3102-FF30746, 8919-FF30746",4104,4104,4092,0,,93.0,2325,310,5.3,6.0,44.1,,2026-07-04,30000,4104
BB36670,MISMATCH,MISMATCH,2,"22008-BB36670, 1864-BB36670",2826,2826,2826,0,,92.0,2300,999,10.6,4.0,30.7,,2026-08-10,5001,2826
FF5776,MISMATCH,MISMATCH,5,"13149-FF5776, 3892-FF5776, 3102-FF5776",1544,1544,1544,0,,87.1,2264,1116,16.0,6.0,16.8,,2026-09-17,5000,4044
FF31606,MISMATCH,MISMATCH,2,"1864-FF31606, 3102-FF31606",3190,3190,3178,0,,90.2,2255,1200,12.4,4.0,35.4,,2026-08-23,5004,3190
FF27268AU,MISMATCH,MISMATCH,1,16651-FF27268AU,1092,1092,1092,0,,90.0,2250,1398,9.6,0.0,12.1,14,2026-08-03,15000,1092
FF13881PCS6,MISMATCH,MISMATCH,1,1864-FF13881PCS6,1261,1261,1261,0,,88.8,2220,1387,15.3,4.0,14.2,22,2026-09-12,2004,1861
BB13437PCS3,MISMATCH,MISMATCH,1,1864-BB13437PCS3,1850,1850,1850,0,,110.0,2200,880,14.3,4.0,16.8,20,2026-09-05,5000,1850
FF33543,MISMATCH,MISMATCH,3,"1864-FF33543, 3102-FF33543, 12893-FF33543",8134,8134,8134,0,,87.6,2190,1457,18.1,4.0,92.9,,2026-10-02,10000,8134
FF28547,MISMATCH,MISMATCH,2,"1864-FF28547, 3102-FF28547",3262,3262,3262,0,,83.8,2180,1056,15.1,4.0,38.8,,2026-09-11,2400,3262
FF37637,MISMATCH,MISMATCH,3,"1864-FF37637, 3102-FF37637, 21025-FF37637",7546,7546,7546,0,,87.0,2175,1529,9.4,4.0,86.7,,2026-08-02,10000,7546
FF31186,MISMATCH,MISMATCH,3,"3102-FF31186, 1864-FF31186, 6478-FF31186",11167,11167,11167,0,,82.2,2137,1104,13.9,4.0,135.1,,2026-09-02,15000,11167
FF14365PCS3,MISMATCH,MISMATCH,1,1864-FF14365PCS3,1728,1728,1728,0,,84.6,2115,1436,13.0,4.0,20.6,,2026-08-27,20000,2144
FF17552,MISMATCH,MISMATCH,1,1885-FF17552,1620,1620,1620,0,,84.2,2105,1260,14.9,4.0,19.2,,2026-09-09,3000,3132
FF31607,MISMATCH,MISMATCH,2,"1864-FF31607, 3102-FF31607",1960,1960,1960,0,,80.1,2082,1041,12.4,4.0,24.3,25,2026-08-23,5004,1960
FF28228,MISMATCH,MISMATCH,3,"16128-FF28228, 16553-FF28228, 19790-FF28228",2652,2652,2568,0,,77.9,2025,996,16.7,4.0,33.7,,2026-09-22,1000,2652
FF36326,MISMATCH,MISMATCH,2,"16554-FF36326, 3102-FF36326",10880,10880,10880,0,,75.3,1958,1158,13.9,4.0,144.1,,2026-09-02,12000,10880
BB23577/12,MISMATCH,MISMATCH,1,1864-BB23577/12,13425,13425,13425,0,,75.0,1875,1489,12.4,0.0,179.0,,2026-08-23,10000,13425
FF19341N,MISMATCH,MISMATCH,1,1864-FF19341N,1560,1560,1560,0,,73.4,1836,786,10.1,4.0,21.2,22,2026-08-07,10000,1560
FF15588AU,MISMATCH,MISMATCH,2,"1884-FF15588AU, 16648-FF15588AU",1496,1496,1496,0,,69.8,1814,1474,13.9,0.0,21.3,21,2026-09-02,22000,1496
BB13448PCS3,MISMATCH,MISMATCH,1,1864-BB13448PCS3,1283,1283,1283,0,,90.0,1800,442,11.7,4.0,23.1,,2026-08-18,5000,3817
FF26756,MISMATCH,MISMATCH,4,"3102-FF26756, 23011-FF26756, 1864-FF26756",3582,3582,3540,0,,71.5,1788,1116,11.1,0.0,50.1,,2026-08-14,5000,3582
BB28473PCS12,MISMATCH,MISMATCH,1,1864-BB28473PCS12,826,826,826,0,,70.0,1750,1430,14.6,4.0,11.8,,2026-09-07,200000,1826
FF8298AMZ3,MISMATCH,MISMATCH,1,1864-FF8298AMZ3,1821,1821,1821,0,,70.0,1750,25,7.9,4.0,26.0,,2026-07-22,48,2421
FF8882PCS2,MISMATCH,MISMATCH,1,1864-FF8882PCS2,4266,4266,4266,0,,218.1,1745,1032,10.7,4.0,19.6,,2026-08-11,40,4266
FF16705AU,MISMATCH,MISMATCH,1,1884-FF16705AU,1128,1128,1128,0,,86.7,1733,960,10.1,0.0,13.0,19,2026-08-07,10000,1128
FF7258KL,MISMATCH,MISMATCH,1,11169-FF7258KL,1332,1332,1128,0,,69.1,1728,1416,13.9,4.0,19.3,,2026-09-02,20000,2332
BB19242,MISMATCH,MISMATCH,3,"13032-BB19242, 4651-BB19242, 15339-BB19242",6068,6068,6068,0,,62.1,1615,1085,17.6,6.0,97.4,,2026-09-28,10000,6068
FF36328,MISMATCH,MISMATCH,2,"16554-FF36328, 3102-FF36328",14116,14116,14116,0,,61.2,1592,996,13.9,4.0,230.4,,2026-09-02,15000,14116
FF31325PCS3,MISMATCH,MISMATCH,1,1864-FF31325PCS3,1448,1448,1448,0,,62.4,1559,996,10.6,4.0,23.2,25,2026-08-10,5000,1448
BB0409EC,MISMATCH,MISMATCH,1,1864-BB0409EC,8958,8958,8958,0,,62.0,1550,450,10.6,4.0,144.5,,2026-08-10,10002,8958
FF4936PCS2,MISMATCH,MISMATCH,1,1864-FF4936PCS2,2064,2064,2064,0,,61.7,1542,300,16.0,4.0,33.5,,2026-09-17,48,2064
FF7263AMZN,MISMATCH,MISMATCH,1,1864-FF7263AMZN,156,156,156,0,,61.2,1530,156,16.0,4.0,2.5,,2026-09-17,5000,2148
FF8654PCS2,MISMATCH,MISMATCH,1,1864-FF8654PCS2,1463,1463,1463,0,,68.9,1515,352,10.7,4.0,21.2,,2026-08-11,48,2263
FF28225,MISMATCH,MISMATCH,2,"16128-FF28225, 16553-FF28225",911,911,899,0,,59.7,1492,762,16.7,4.0,15.3,,2026-09-22,1000,1913
FF7297KL,MISMATCH,MISMATCH,1,11169-FF7297KL,996,996,792,0,,58.3,1458,1092,15.3,4.0,17.1,,2026-09-12,5000,1998
FF6636AMZ,MISMATCH,MISMATCH,1,1864-FF6636AMZ,432,432,432,0,,56.6,1415,462,16.0,4.0,7.6,,2026-09-17,1000,1434
FF31295,MISMATCH,MISMATCH,2,"1864-FF31295, 3102-FF31295",5324,5324,5318,0,,61.3,1409,1062,10.7,4.0,86.9,,2026-08-11,5000,5324
BB26614,MISMATCH,MISMATCH,1,1864-BB26614,3984,3984,3984,0,,55.0,1375,818,15.3,4.0,72.4,,2026-09-12,10000,3984
FF10477AU,MISMATCH,MISMATCH,1,1884-FF10477AU,1349,1349,1349,0,,55.0,1375,1092,14.4,0.0,24.5,26,2026-09-06,6000,1349
FF7263PCS2,MISMATCH,MISMATCH,1,1864-FF7263PCS2,1050,1050,1050,0,,55.0,1375,234,16.0,4.0,19.1,21,2026-09-17,48,1050
BB0102PCS2,MISMATCH,MISMATCH,2,"23011-BB0102PCS2, 1864-BB0102PCS2",3006,3006,3006,0,,54.6,1365,792,14.3,4.0,55.1,,2026-09-05,5000,3006
FF8425KL,MISMATCH,MISMATCH,1,11169-FF8425KL,1872,1872,1620,0,,53.2,1331,900,12.4,4.0,35.2,,2026-08-23,9612,1872
BB0094PCS2,MISMATCH,MISMATCH,1,23011-BB0094PCS2,3162,3162,3162,0,,49.2,1280,900,11.4,4.0,63.4,,2026-08-16,5000,3162
BB0096PCS2,MISMATCH,MISMATCH,2,"23011-BB0096PCS2, 1864-BB0096PCS2",930,930,930,0,,50.0,1250,528,11.4,4.0,18.6,20,2026-08-16,5000,930
BB21641PCS12,MISMATCH,MISMATCH,1,1864-BB21641PCS12,136,136,136,0,,56.4,1240,50,20.6,4.0,2.4,,2026-10-19,10000,1316
FF8991PCS6,MISMATCH,MISMATCH,1,1864-FF8991PCS6,790,790,790,0,,50.0,1100,573,10.1,4.0,15.8,20,2026-08-07,10000,790
FF31293,MISMATCH,MISMATCH,3,"1864-FF31293, 20595-FF31293, 3102-FF31293",2308,2308,2306,0,,40.6,1056,172,10.7,4.0,56.6,,2026-08-11,2000,2308
FF29220PCS2,MISMATCH,MISMATCH,1,1864-FF29220PCS2,314,314,314,0,,41.6,1040,637,10.7,4.0,7.5,16,2026-08-11,5000,614
FF10475AMZ2,MISMATCH,MISMATCH,1,1864-FF10475AMZ2,888,888,888,0,,41.0,1025,300,7.9,4.0,21.7,23,2026-07-22,48,888
FF36294,MISMATCH,MISMATCH,3,"13640-FF36294, 1864-FF36294, 3102-FF36294",1389,1389,1389,0,,40.5,1013,684,10.6,4.0,34.3,,2026-08-10,10000,6393
FF4935CA,MISMATCH,MISMATCH,1,16553-FF4935CA,4104,4104,4080,0,,40.3,1008,600,15.3,4.0,101.8,,2026-09-12,5000,4104
FF27264CA,MISMATCH,MISMATCH,1,16128-FF27264CA,5133,5133,5133,0,,40.0,1000,180,13.9,4.0,128.3,,2026-09-02,10000,5133
FF30363,MISMATCH,MISMATCH,2,"1864-FF30363, 3102-FF30363",384,384,360,0,,39.2,980,816,14.4,4.0,9.8,,2026-09-06,2400,1584
BB26413,MISMATCH,MISMATCH,3,"1864-BB26413, 33011-BB26413, 4524-BB26413",552,552,552,0,,36.2,940,780,10.3,0.0,15.1,19,2026-08-08,10000,552
FF12850PCS8,MISMATCH,MISMATCH,1,1864-FF12850PCS8,750,750,750,0,,40.0,920,78,12.3,4.0,18.8,22,2026-08-22,20000,750
BB0481,MISMATCH,MISMATCH,2,"4651-BB0481, 15339-BB0481",2100,2100,2100,0,,34.2,890,600,14.1,0.0,60.9,,2026-09-04,5000,2100
FF10477AMZ2,MISMATCH,MISMATCH,1,1864-FF10477AMZ2,636,636,636,0,,35.0,875,144,7.9,4.0,18.2,,2026-07-22,48,897
FF12852PCS3,MISMATCH,MISMATCH,1,1864-FF12852PCS3,688,688,688,0,,50.6,860,584,8.1,4.0,13.6,,2026-07-24,10000,1288
FF7488PX2,MISMATCH,MISMATCH,1,1864-FF7488PX2,2940,2940,2940,0,,34.4,860,624,3.0,4.0,85.5,,2026-06-18,48,2940
FF7372CA,MISMATCH,MISMATCH,1,16553-FF7372CA,4140,4140,4098,0,,34.3,858,624,9.6,4.0,120.6,,2026-08-03,15000,4140
FF13874AU,MISMATCH,MISMATCH,1,1884-FF13874AU,570,570,2100,1530,,30.9,772,156,16.7,0.0,18.5,,2026-09-22,2004,2100
FF17831PCS6,MISMATCH,MISMATCH,1,1864-FF17831PCS6,1036,1036,1036,0,,40.0,760,484,12.7,4.0,25.9,,2026-08-25,10008,1036
FF27262CA,MISMATCH,MISMATCH,1,16128-FF27262CA,4134,4134,4134,0,,30.0,750,624,9.6,4.0,137.8,,2026-08-03,10000,4134
FF32655,MISMATCH,MISMATCH,2,"1864-FF32655, 3102-FF32655",4026,4026,4026,0,,28.4,710,504,16.6,4.0,141.8,,2026-09-21,5000,4026
FF13880PCS2,MISMATCH,MISMATCH,1,1864-FF13880PCS2,486,486,486,0,,28.2,705,450,12.4,4.0,17.2,,2026-08-23,2004,936
FF13875AU,MISMATCH,MISMATCH,1,1884-FF13875AU,246,246,3090,2844,,28.0,699,330,11.7,0.0,8.8,,2026-08-18,2004,3090
FF14584PCS4,MISMATCH,MISMATCH,1,1864-FF14584PCS4,895,895,895,0,,31.6,695,26,15.3,4.0,28.3,,2026-09-12,4744,895
BB0409PCS6,MISMATCH,MISMATCH,1,1864-BB0409PCS6,660,660,660,0,,26.0,650,26,12.7,4.0,25.4,,2026-08-25,12660,660
FF7297CA,MISMATCH,MISMATCH,1,16553-FF7297CA,4206,4206,4158,0,,25.9,648,450,15.3,4.0,162.3,,2026-09-12,5000,4206
BB13439PCS6,MISMATCH,MISMATCH,1,1864-BB13439PCS6,1011,1011,1011,0,,25.8,645,82,15.0,4.0,39.2,,2026-09-10,5000,1011
FF7372PX3,MISMATCH,MISMATCH,1,1864-FF7372PX3,2494,2494,2494,0,,25.6,640,50,3.0,4.0,97.4,,2026-06-18,48,2494
FF10162AMZ2,MISMATCH,MISMATCH,1,1864-FF10162AMZ2,1041,1041,1041,0,,25.0,625,228,7.9,4.0,41.6,,2026-07-22,48,1041
FF12843PCS12,MISMATCH,MISMATCH,1,1864-FF12843PCS12,519,519,519,0,,25.0,625,131,12.3,4.0,20.8,22,2026-08-22,10000,519
BB27976,MISMATCH,MISMATCH,1,1864-BB27976,1460,1460,1460,0,,25.0,600,460,15.3,0.0,58.4,,2026-09-12,2500,1460
SF8173AU,MISMATCH,MISMATCH,1,1884-SF8173AU,1696,1696,1696,0,,23.8,595,342,14.4,0.0,71.3,,2026-09-06,5000,1696
FF4935PCS2,MISMATCH,MISMATCH,1,1864-FF4935PCS2,972,972,972,0,,116.0,580,144,16.0,4.0,8.4,,2026-09-17,48,972
FF37638,MISMATCH,MISMATCH,2,"1864-FF37638, 3102-FF37638",9346,9346,9346,0,,20.5,533,336,11.3,4.0,455.8,,2026-08-15,10000,9346
BB35096PCS6,MISMATCH,MISMATCH,1,1864-BB35096PCS6,76,76,76,0,,24.1,530,322,12.4,4.0,3.2,25,2026-08-23,10000,493
FF4776AU,MISMATCH,MISMATCH,2,"1884-FF4776AU, 16648-FF4776AU",1127,1127,1127,0,,20.2,525,234,18.1,0.0,55.6,,2026-10-02,10000,1127
FF4577AU,MISMATCH,MISMATCH,2,"1884-FF4577AU, 16648-FF4577AU",1217,1217,1217,0,,20.1,523,432,14.4,0.0,60.2,,2026-09-06,6000,1217
BB30371,MISMATCH,MISMATCH,1,1864-BB30371,3078,3078,3078,0,,20.0,500,300,15.3,4.0,153.9,,2026-09-12,5000,3078
FF12837PCS2,MISMATCH,MISMATCH,1,1864-FF12837PCS2,138,138,138,0,,20.0,500,189,13.0,4.0,6.9,24,2026-08-27,6000,441
FF13885PCS6,MISMATCH,MISMATCH,1,1864-FF13885PCS6,566,566,566,0,,20.0,500,136,15.3,4.0,42.8,,2026-09-12,2934,856
