mstyle,top_issue,issues,n_accounts,top_accounts,beg_inv_w1,effective_w1,w2_beg,w2_rcv,carry_est,avg_demand_wk,man_26w,ai_26w,lt_wks,opt_wos,current_wos,stockout_wk,next_rcpt,moq,pipeline
FF12805,OVERSTOCK,OVERSTOCK,1,1864-FF12805,4288,4288,4288,0,,8.0,8,1248,14.6,0.0,536.0,,2026-09-07,3024,4288
BB0237,MISMATCH,MISMATCH,8,"1864-BB0237, 23011-BB0237, 13872-BB0237",53230,53230,52966,0,,4018.7,104485,56969,12.4,10.0,13.2,,2026-08-23,5000,106210
BB28473,MISMATCH,MISMATCH,6,"22008-BB28473, 1864-BB28473, 7291-BB28473",67884,67884,67644,0,,3434.4,85860,68700,10.3,8.0,19.8,,2026-08-08,10000,87888
FF15584,MISMATCH,MISMATCH,6,"23011-FF15584, 1864-FF15584, 3102-FF15584",57566,57566,57470,0,,3293.2,82329,47029,19.6,10.0,17.5,,2026-10-12,10000,122606
FF7372,MISMATCH,MISMATCH,12,"1864-FF7372, 16553-FF7372, 23011-FF7372",54885,54885,52725,0,,3056.1,79458,52619,9.6,10.0,18.2,24,2026-08-03,15000,70605
BB38585PDQ,MISMATCH,MISMATCH,1,23011-BB38585PDQ,21528,21528,21528,0,,3064.4,76611,4302,16.7,6.0,7.0,21,2026-09-22,5000,59058
BB33706PDQ,MISMATCH,MISMATCH,2,"23011-BB33706PDQ, 1864-BB33706PDQ",12684,12684,12684,0,,2921.0,73025,7992,14.4,6.0,4.3,20,2026-09-06,5004,53694
SF8168,MISMATCH,MISMATCH,15,"1864-SF8168, 18360-SF8168, 14719-SF8168",11993,11993,19433,7776,,2318.6,60284,37296,12.3,8.0,5.1,26,2026-08-22,15000,60041
FF10159EC,MISMATCH,MISMATCH,1,1864-FF10159EC,25208,25208,25208,0,,2487.0,59688,41322,13.0,6.0,10.1,,2026-08-27,6000,63212
FF7112,MISMATCH,MISMATCH,9,"23011-FF7112, 1864-FF7112, 18360-FF7112",31164,31164,41136,10002,,2340.8,58520,46780,10.0,4.0,13.3,,2026-08-06,2600,61164
FF9060,MISMATCH,MISMATCH,6,"16553-FF9060, 1864-FF9060, 3102-FF9060",29756,29756,28544,0,,2188.4,56899,46992,11.7,4.0,13.5,,2026-08-18,2500,59768
BB35093,MISMATCH,MISMATCH,17,"1587-BB35093, 1864-BB35093, 1420-BB35093",44868,44868,44826,0,,2161.8,56208,46737,12.4,8.0,20.7,,2026-08-23,10000,64272
BB35095,MISMATCH,MISMATCH,20,"1587-BB35095, 1864-BB35095, 1420-BB35095",29964,29964,29922,0,,2090.7,54358,39729,12.4,8.0,14.3,,2026-08-23,10000,55044
FF10530,MISMATCH,MISMATCH,10,"1864-FF10530, 18360-FF10530, 13640-FF10530",23555,23555,41711,18192,,2012.1,52314,39929,13.4,8.0,11.7,,2026-08-30,10000,58091
BB34390,MISMATCH,MISMATCH,6,"18360-BB34390, 13640-BB34390, 22008-BB34390",12684,12684,6864,0,,1822.9,47395,37674,12.3,8.0,9.6,,2026-08-22,10000,54696
BB35097,MISMATCH,MISMATCH,12,"1864-BB35097, 1579-BB35097, 3892-BB35097",18310,18310,26080,7800,,1855.8,46394,30135,12.4,8.0,9.9,23,2026-08-23,10000,38809
BB35098,MISMATCH,MISMATCH,20,"1864-BB35098, 1587-BB35098, 1420-BB35098",26208,26208,26148,0,,1692.8,44013,29635,12.4,8.0,15.4,25,2026-08-23,10000,43212
BB15776,MISMATCH,MISMATCH,3,"22008-BB15776, 1864-BB15776, 13872-BB15776",25260,25260,24504,0,,1866.8,41069,33344,12.4,8.0,13.5,,2026-08-23,10008,55260
FF17574,MISMATCH,MISMATCH,1,1885-FF17574,12420,12420,12420,0,,1492.0,37300,16080,14.9,6.0,8.3,,2026-09-09,2400,43956
BB35094,MISMATCH,MISMATCH,20,"1864-BB35094, 1587-BB35094, 1420-BB35094",27412,27412,27412,0,,1388.2,36092,26705,12.4,8.0,19.6,,2026-08-23,10000,38614
FF13881,MISMATCH,MISMATCH,7,"1864-FF13881, 20474-FF13881, 13225-FF13881",19927,19927,19909,0,,1380.7,35897,29434,11.0,8.0,14.1,20,2026-08-13,2004,27229
FF13876,MISMATCH,MISMATCH,7,"1864-FF13876, 20474-FF13876, 13225-FF13876",18916,18916,18916,0,,1376.1,35778,27138,11.0,8.0,13.5,21,2026-08-13,2004,27922
BB27359,MISMATCH,MISMATCH,5,"1864-BB27359, 22008-BB27359, 2659-BB27359",49128,49128,49128,0,,1353.7,35195,4872,11.7,0.0,36.2,,2026-08-18,5004,49128
FF7215,MISMATCH,MISMATCH,6,"16553-FF7215, 1864-FF7215, 5330-FF7215",16382,16382,15686,0,,1327.8,34524,25071,10.0,4.0,12.3,,2026-08-06,2500,37882
FF14584,MISMATCH,MISMATCH,6,"1864-FF14584, 3102-FF14584, 23011-FF14584",8453,8453,8877,500,,1261.7,32804,10836,10.7,8.0,6.7,19,2026-08-11,5000,22753
FF17831,MISMATCH,MISMATCH,1,1864-FF17831,43440,43440,43440,0,,1661.8,31575,13104,12.7,5.0,26.1,,2026-08-25,10008,43440
FF12301/24,MISMATCH,MISMATCH,6,"1864-FF12301/24, 13149-FF12301/24, 6111-FF12301/24",37798,37798,37798,0,,1212.7,31530,4896,12.3,5.0,31.1,,2026-08-22,10000,37798
BB26922,MISMATCH,MISMATCH,5,"1864-BB26922, 22008-BB26922, 7199-BB26922",32982,32982,32982,0,,1260.0,31500,5574,13.1,6.0,26.2,,2026-08-28,5004,32982
FF13877,MISMATCH,MISMATCH,8,"1864-FF13877, 20474-FF13877, 13225-FF13877",14614,14614,14614,0,,1194.3,31053,13191,11.0,8.0,12.0,23,2026-08-13,2004,25618
BB35032,MISMATCH,MISMATCH,13,"1864-BB35032, 1420-BB35032, 3892-BB35032",24174,24174,24114,0,,1177.6,30617,21588,12.4,8.0,20.5,20,2026-08-23,10000,24174
FF20206EC,MISMATCH,MISMATCH,1,1864-FF20206EC,21204,21204,21204,0,,1218.0,30450,12282,13.0,5.0,17.4,19,2026-08-27,6000,21204
BB35039,MISMATCH,MISMATCH,14,"1864-BB35039, 1420-BB35039, 3892-BB35039",13092,13092,13068,0,,1139.2,28480,22681,12.4,8.0,11.5,20,2026-08-23,10000,20592
FF31068,MISMATCH,MISMATCH,6,"1864-FF31068, 13640-FF31068, 2342-FF31068",12331,12331,13519,2592,,1291.5,28414,9252,12.4,8.0,9.5,,2026-08-23,5004,36991
BB35043,MISMATCH,MISMATCH,15,"1864-BB35043, 1420-BB35043, 3466-BB35043",24114,24114,24102,0,,1073.7,27916,23113,12.4,8.0,22.4,,2026-08-23,10000,32718
FF13875,MISMATCH,MISMATCH,11,"20474-FF13875, 1864-FF13875, 13225-FF13875",12486,12486,12486,0,,1023.5,26610,17982,11.0,8.0,11.7,23,2026-08-13,2004,22494
FF8425,MISMATCH,MISMATCH,7,"1864-FF8425, 3102-FF8425, 23011-FF8425",19682,19682,19610,0,,1019.9,26517,13068,12.4,8.0,19.2,26,2026-08-23,9612,25694
FF7217,MISMATCH,MISMATCH,6,"16553-FF7217, 1864-FF7217, 8919-FF7217",14551,14551,13987,0,,993.5,25832,17868,11.7,8.0,14.6,,2026-08-18,2500,28567
FF31062,MISMATCH,MISMATCH,8,"1864-FF31062, 13640-FF31062, 18360-FF31062",5795,5795,3365,0,,956.7,24873,15126,12.3,6.0,6.0,,2026-08-22,6000,25295
FF13878,MISMATCH,MISMATCH,7,"1864-FF13878, 20474-FF13878, 13225-FF13878",10128,10128,10122,0,,946.8,24616,14838,11.0,8.0,10.4,22,2026-08-13,2004,20130
BB0149,MISMATCH,MISMATCH,5,"2659-BB0149, 1864-BB0149, 4524-BB0149",36950,36950,36266,0,,900.3,23408,17292,13.4,8.0,41.0,,2026-08-30,10008,36950
FF20210,MISMATCH,MISMATCH,11,"13225-FF20210, 13640-FF20210, 4524-FF20210",8306,8306,8294,0,,891.2,23170,13552,13.0,8.0,9.3,20,2026-08-27,6000,18308
FF7210,MISMATCH,MISMATCH,4,"16553-FF7210, 1864-FF7210, 3102-FF7210",16199,16199,15839,0,,904.9,22622,16716,10.0,8.0,17.9,,2026-08-06,2500,24203
FF7115,MISMATCH,MISMATCH,8,"1864-FF7115, 18360-FF7115, 13640-FF7115",13057,13057,13039,0,,902.9,22573,11994,10.0,8.0,14.5,25,2026-08-06,2600,21661
FF30749,MISMATCH,MISMATCH,5,"16553-FF30749, 1864-FF30749, 3102-FF30749",42468,42468,42108,0,,848.5,22061,14541,20.3,8.0,50.0,,2026-10-17,30000,42468
FF13879,MISMATCH,MISMATCH,8,"1864-FF13879, 20474-FF13879, 13225-FF13879",7665,7665,7635,0,,833.2,21663,9683,11.0,8.0,8.8,22,2026-08-13,2004,17667
FF5769AMZ,MISMATCH,MISMATCH,1,1864-FF5769AMZ,14436,14436,14436,0,,827.0,20675,11856,16.0,5.0,17.5,,2026-09-17,5000,28446
BB30424,MISMATCH,MISMATCH,4,"1864-BB30424, 22008-BB30424, 2659-BB30424",40356,40356,40356,0,,791.5,20580,4440,11.7,0.0,50.8,,2026-08-18,5004,40356
FF12659,MISMATCH,MISMATCH,1,23011-FF12659,21882,21882,21882,0,,1863.0,20493,16632,12.3,4.0,11.7,,2026-08-22,6000,21882
BB21641,MISMATCH,MISMATCH,6,"1864-BB21641, 22008-BB21641, 4524-BB21641",33636,33636,33636,0,,766.5,19930,10932,13.4,8.0,43.8,,2026-08-30,10008,33636
FF14364,MISMATCH,MISMATCH,6,"18360-FF14364, 3102-FF14364, 1864-FF14364",3108,3108,8976,6000,,764.5,19878,12408,12.3,8.0,4.1,,2026-08-22,10008,26328
FF13885,MISMATCH,MISMATCH,6,"1864-FF13885, 3102-FF13885, 23011-FF13885",12290,12290,12164,0,,753.0,19579,15865,10.7,4.0,16.3,23,2026-08-11,5000,17294
FF12837,MISMATCH,MISMATCH,8,"1864-FF12837, 16579-FF12837, 23011-FF12837",3051,3051,3015,0,,746.4,19406,15822,13.0,8.0,4.0,,2026-08-27,6000,25059
FF31198,MISMATCH,MISMATCH,5,"16553-FF31198, 16820-FF31198, 2953-FF31198",15296,15296,14972,0,,776.0,19400,15180,15.3,8.0,19.7,,2026-09-12,5000,25300
BB16534,MISMATCH,MISMATCH,7,"22008-BB16534, 4524-BB16534, 2659-BB16534",13692,13692,13692,0,,745.4,19380,5748,10.3,6.0,18.1,20,2026-08-08,5004,13692
FF17546,MISMATCH,MISMATCH,1,1885-FF17546,8160,8160,8160,0,,768.8,19220,10080,14.9,4.0,10.6,,2026-09-09,3000,23328
FF7110,MISMATCH,MISMATCH,9,"18360-FF7110, 1864-FF7110, 13640-FF7110",12043,12043,12013,0,,764.1,19102,13486,10.0,8.0,15.8,26,2026-08-06,2600,19045
FF17828,MISMATCH,MISMATCH,5,"1864-FF17828, 3102-FF17828, 13149-FF17828",7967,7967,7901,0,,702.3,18259,12172,10.1,8.0,11.0,,2026-08-07,5000,21371
FF31326,MISMATCH,MISMATCH,6,"13640-FF31326, 1864-FF31326, 2973-FF31326",4446,4446,4446,0,,687.5,17875,12306,12.3,8.0,6.4,,2026-08-22,6000,27450
BB0100,MISMATCH,MISMATCH,5,"1864-BB0100, 13032-BB0100, 15339-BB0100",17822,17822,27110,9324,,685.5,17824,12804,16.4,8.0,25.8,,2026-09-20,10000,32066
BB19113,MISMATCH,MISMATCH,5,"1864-BB19113, 22008-BB19113, 4524-BB19113",15864,15864,15864,0,,708.9,17722,12457,13.1,8.0,22.4,24,2026-08-28,5004,15864
FF12806,MISMATCH,MISMATCH,1,1864-FF12806,11839,11839,11839,0,,696.2,17405,8976,14.6,6.0,17.0,,2026-09-07,3024,19903
FF9291/24,MISMATCH,MISMATCH,7,"1864-FF9291/24, 6111-FF9291/24, 8940-FF9291/24",16882,16882,16858,0,,668.6,17384,14142,12.3,4.0,25.0,26,2026-08-22,15000,16882
FF35359,MISMATCH,MISMATCH,2,"16553-FF35359, 1864-FF35359",17782,17782,17218,0,,692.6,17316,14292,10.1,6.0,25.7,,2026-08-07,20000,17782
FF4776AMZ,MISMATCH,MISMATCH,1,1864-FF4776AMZ,6295,6295,11299,5004,,689.8,17245,9276,16.0,5.0,9.1,,2026-09-17,5000,21307
FF4935,MISMATCH,MISMATCH,8,"16553-FF4935, 16128-FF4935, 13225-FF4935",6223,6223,5863,0,,684.7,17118,13905,16.0,8.0,9.1,,2026-09-17,5000,23763
FF6305,MISMATCH,MISMATCH,5,"1864-FF6305, 9108-FF6305, 1770-FF6305",19800,19800,19800,0,,624.4,16235,6960,13.7,8.0,31.6,,2026-09-01,2000,19800
FF28457,MISMATCH,MISMATCH,8,"21025-FF28457, 1864-FF28457, 23011-FF28457",11745,11745,11685,0,,609.6,15849,11052,14.4,8.0,18.9,,2026-09-06,5000,22749
FF10465,MISMATCH,MISMATCH,4,"3102-FF10465, 1864-FF10465, 16579-FF10465",22860,22860,22656,0,,593.2,15423,9792,13.4,8.0,38.5,,2026-08-30,10008,22860
BB0018,MISMATCH,MISMATCH,6,"22008-BB0018, 4524-BB0018, 7291-BB0018",19626,19626,19590,0,,592.5,15406,8184,10.6,8.0,33.1,,2026-08-10,10002,23028
BB21644,MISMATCH,MISMATCH,5,"22008-BB21644, 2659-BB21644, 4524-BB21644",10524,10524,9900,0,,615.2,15381,11676,11.7,6.0,17.1,,2026-08-18,5004,15528
BB21237,MISMATCH,MISMATCH,5,"22008-BB21237, 2659-BB21237, 4524-BB21237",12852,12852,12492,0,,605.0,15125,10201,11.7,8.0,21.2,,2026-08-18,5004,17856
FF31325,MISMATCH,MISMATCH,5,"1864-FF31325, 3102-FF31325, 23651-FF31325",10894,10894,17782,7008,,580.5,15094,4512,10.6,8.0,18.8,,2026-08-10,5000,17902
FF36848,MISMATCH,MISMATCH,1,20595-FF36848,10536,10536,10536,0,,600.0,15000,11568,14.4,4.0,17.6,,2026-09-06,5016,16056
FF4849,MISMATCH,MISMATCH,6,"16579-FF4849, 3102-FF4849, 20474-FF4849",2885,2885,16011,13210,,573.5,14911,11490,16.0,8.0,4.9,,2026-09-17,5000,19095
BB29561,MISMATCH,MISMATCH,2,"1864-BB29561, 4524-BB29561",10680,10680,10680,0,,592.8,14820,7908,13.1,5.0,18.0,,2026-08-28,5004,15684
FF7541,MISMATCH,MISMATCH,4,"16553-FF7541, 5330-FF7541, 6579-FF7541",4617,4617,3849,0,,537.7,13981,9768,13.0,6.0,8.4,,2026-08-27,5000,18129
FF10556,MISMATCH,MISMATCH,5,"1864-FF10556, 3102-FF10556, 23011-FF10556",12931,12931,12919,0,,533.8,13878,7659,10.7,6.0,24.1,25,2026-08-11,5000,12931
FF7549,MISMATCH,MISMATCH,2,"16553-FF7549, 3102-FF7549",11232,11232,10800,0,,542.7,13567,11304,13.0,6.0,20.7,,2026-08-27,5000,14256
FF6553AMZ,MISMATCH,MISMATCH,1,1864-FF6553AMZ,4662,4662,4662,0,,540.0,13500,10350,15.3,4.0,8.6,,2026-09-12,5000,15174
FF16705,MISMATCH,MISMATCH,6,"1864-FF16705, 3102-FF16705, 23011-FF16705",20866,20866,20866,0,,508.1,13211,5812,10.1,8.0,41.0,,2026-08-07,10000,20866
FF37779,MISMATCH,MISMATCH,3,"1864-FF37779, 13640-FF37779, 3102-FF37779",6831,6831,6831,0,,504.6,13120,10056,9.4,4.0,13.5,23,2026-08-02,10000,11835
BB14658,MISMATCH,MISMATCH,1,1864-BB14658,13384,13384,13354,0,,524.0,13100,9869,11.7,4.0,25.5,,2026-08-18,5000,13384
BB35101,MISMATCH,MISMATCH,4,"1864-BB35101, 22008-BB35101, 3892-BB35101",10866,10866,10866,0,,522.0,13049,3942,12.4,6.0,20.8,,2026-08-23,10000,13866
FF8287,MISMATCH,MISMATCH,13,"1864-FF8287, 16554-FF8287, 13640-FF8287",14011,14011,13531,0,,499.0,12975,10620,12.3,6.0,27.9,,2026-08-22,15000,14011
BB38579PDQ,MISMATCH,MISMATCH,1,23011-BB38579PDQ,16825,16825,16825,0,,506.5,12662,125,10.9,6.0,33.2,,2026-08-12,8400,16825
FF20868,MISMATCH,MISMATCH,2,"13225-FF20868, 1864-FF20868",4191,4191,4167,0,,495.6,12390,10296,13.1,6.0,8.5,26,2026-08-28,5000,12207
FF5777AMZ,MISMATCH,MISMATCH,1,1864-FF5777AMZ,10288,10288,10288,0,,492.4,12310,6150,16.0,4.0,20.9,,2026-09-17,5000,13288
FF31289,MISMATCH,MISMATCH,4,"1864-FF31289, 23011-FF31289, 3102-FF31289",12246,12246,12222,0,,470.0,12220,7932,10.7,8.0,26.0,,2026-08-11,5000,14250
FF7218,MISMATCH,MISMATCH,3,"18360-FF7218, 1864-FF7218, 8919-FF7218",11386,11386,11374,0,,531.1,12215,2160,10.0,6.0,21.4,,2026-08-06,2500,14386
FF12843PCS3,MISMATCH,MISMATCH,1,1864-FF12843PCS3,8748,8748,8748,0,,479.4,11985,3876,12.3,4.0,18.2,23,2026-08-22,10000,10224
FF12656,MISMATCH,MISMATCH,7,"1864-FF12656, 13640-FF12656, 12002-FF12656",12111,12111,12087,0,,450.8,11721,6084,14.4,6.0,26.7,,2026-09-06,5000,18111
FF7267,MISMATCH,MISMATCH,12,"20595-FF7267, 13225-FF7267, 1587-FF7267",15576,15576,15564,0,,446.9,11620,7896,16.0,8.0,34.6,,2026-09-17,5000,15576
FF26385,MISMATCH,MISMATCH,3,"16553-FF26385, 9108-FF26385, 8919-FF26385",8223,8223,7887,0,,444.2,11548,8736,12.3,6.0,18.4,,2026-08-22,10000,18255
BB34751,MISMATCH,MISMATCH,6,"7199-BB34751, 13640-BB34751, 4524-BB34751",19356,19356,19356,0,,433.7,11277,4572,10.9,6.0,44.6,,2026-08-12,10000,19356
BB13454CAN,MISMATCH,MISMATCH,1,13894-BB13454CAN,6486,6486,6486,0,,1800.0,10800,7048,20.0,4.0,3.6,,2026-10-15,10000,11490
BB29714,MISMATCH,MISMATCH,4,"22008-BB29714, 4524-BB29714, 1864-BB29714",10770,10770,10770,0,,430.2,10755,6372,14.9,6.0,25.0,,2026-09-09,5000,14670
FF12852,MISMATCH,MISMATCH,4,"1864-FF12852, 3466-FF12852, 3102-FF12852",10524,10524,13332,2904,,428.9,10722,3684,12.3,6.0,24.5,,2026-08-22,10008,13428
FF9290/24,MISMATCH,MISMATCH,7,"23011-FF9290/24, 20474-FF9290/24, 6111-FF9290/24",6675,6675,6675,0,,412.2,10718,3480,12.3,4.0,15.4,,2026-08-22,10000,14499
FF4771AMZ,MISMATCH,MISMATCH,1,1864-FF4771AMZ,10746,10746,10746,0,,445.2,10685,948,16.0,4.0,24.1,,2026-09-17,5000,16350
BB0102,MISMATCH,MISMATCH,6,"13032-BB0102, 1864-BB0102, 3892-BB0102",10853,10853,10853,0,,404.0,10505,5712,16.4,8.0,26.7,,2026-09-20,10000,15857
BB15258,MISMATCH,MISMATCH,2,"1864-BB15258, 33011-BB15258",8710,8710,8620,0,,420.0,10500,6950,16.4,4.0,20.7,,2026-09-20,5000,13810
BB19112,MISMATCH,MISMATCH,6,"1864-BB19112, 22008-BB19112, 7199-BB19112",16422,16422,16422,0,,419.0,10475,6522,13.1,8.0,39.2,,2026-08-28,5004,16422
BB27206,MISMATCH,MISMATCH,2,"1864-BB27206, 3700-BB27206",13079,13079,13079,0,,394.2,10250,8200,14.3,6.0,33.2,,2026-09-05,5000,13079
BB0216,MISMATCH,MISMATCH,5,"22008-BB0216, 7291-BB0216, 4524-BB0216",15678,15678,15678,0,,409.2,10230,4033,10.6,6.0,38.3,,2026-08-10,10002,21678
FF22085,MISMATCH,MISMATCH,1,16579-FF22085,3357,3357,3357,0,,401.9,10048,6468,10.1,4.0,8.4,16,2026-08-07,10000,5961
BB13448,MISMATCH,MISMATCH,1,1864-BB13448,5635,5635,5635,0,,399.0,9975,3534,11.7,4.0,14.1,,2026-08-18,5000,11635
BB13439,MISMATCH,MISMATCH,1,1864-BB13439,10668,10668,10668,0,,393.4,9835,2892,16.4,4.0,27.1,,2026-09-20,5000,15864
BB36235,MISMATCH,MISMATCH,2,"13640-BB36235, 1864-BB36235",4714,4714,4714,0,,391.0,9775,4236,9.0,4.0,12.1,14,2026-07-30,10000,4714
BB0079,MISMATCH,MISMATCH,6,"22008-BB0079, 4524-BB0079, 2659-BB0079",10956,10956,10920,0,,373.9,9722,7146,10.3,6.0,29.0,,2026-08-08,5004,10956
BB22118,MISMATCH,MISMATCH,3,"1864-BB22118, 7199-BB22118, 13640-BB22118",6858,6858,6858,0,,403.3,9680,1374,13.1,8.0,17.0,,2026-08-28,5004,11862
FF15588,MISMATCH,MISMATCH,13,"23011-FF15588, 12893-FF15588, 23651-FF15588",16800,16800,16788,0,,369.3,9601,6948,13.9,8.0,44.7,,2026-09-02,15000,16800
BB0424,MISMATCH,MISMATCH,5,"22008-BB0424, 2659-BB0424, 7291-BB0424",10358,10358,14060,3702,,362.4,9422,3348,12.3,6.0,28.1,,2026-08-22,10000,14060
FF12825,MISMATCH,MISMATCH,4,"1864-FF12825, 3102-FF12825, 12002-FF12825",5801,5801,5801,0,,376.4,9411,4188,13.4,5.0,15.4,,2026-08-30,10000,10805
BB33528,MISMATCH,MISMATCH,5,"1864-BB33528, 13640-BB33528, 7199-BB33528",10170,10170,10170,0,,374.4,9360,1686,13.9,6.0,27.2,,2026-09-02,10000,10170
FF17553,MISMATCH,MISMATCH,1,1885-FF17553,5688,5688,5688,0,,367.0,9175,4788,14.9,4.0,15.5,,2026-09-09,3000,12852
FF12653,MISMATCH,MISMATCH,7,"13640-FF12653, 4524-FF12653, 1864-FF12653",5057,5057,5033,0,,348.5,9062,7344,14.4,6.0,14.5,,2026-09-06,5000,13061
FF30757,MISMATCH,MISMATCH,1,1864-FF30757,6545,6545,6545,0,,359.4,8985,5928,12.3,5.0,18.2,,2026-08-22,5004,9161
BB13533,MISMATCH,MISMATCH,1,1864-BB13533,17646,17646,17646,0,,425.0,8925,3228,12.4,0.0,41.9,,2026-08-23,10000,17806
FF31823,MISMATCH,MISMATCH,5,"13225-FF31823, 1864-FF31823, 33011-FF31823",2402,2402,7394,5004,,342.3,8900,5270,10.1,6.0,6.8,,2026-08-07,10000,12410
BB0092,MISMATCH,MISMATCH,3,"1864-BB0092, 3700-BB0092, 3892-BB0092",11832,11832,11772,0,,341.3,8875,6360,16.4,5.0,34.6,,2026-09-20,5000,11832
BB19110,MISMATCH,MISMATCH,5,"1864-BB19110, 7199-BB19110, 4524-BB19110",15438,15438,15438,0,,343.6,8590,5678,13.1,8.0,44.9,,2026-08-28,5004,15438
BB35100,MISMATCH,MISMATCH,9,"1864-BB35100, 11393-BB35100, 3466-BB35100",9234,9234,9120,0,,327.7,8521,4470,12.4,6.0,28.0,,2026-08-23,10000,14238
BB31202,MISMATCH,MISMATCH,1,1864-BB31202,7524,7524,7524,0,,340.2,8505,5616,10.3,5.0,22.1,23,2026-08-08,10000,7524
FF33413,MISMATCH,MISMATCH,6,"1864-FF33413, 3102-FF33413, 9108-FF33413",9055,9055,8995,0,,325.4,8460,5082,11.0,6.0,27.7,,2026-08-13,25000,9055
FF12655KL,MISMATCH,MISMATCH,1,11169-FF12655KL,4734,4734,4506,0,,337.1,8428,5070,14.4,4.0,14.0,24,2026-09-06,5000,6738
BB12479,MISMATCH,MISMATCH,5,"1864-BB12479, 22008-BB12479, 4524-BB12479",7419,7419,7419,0,,320.2,8325,1218,10.3,6.0,23.1,24,2026-08-08,5004,7815
FF12850,MISMATCH,MISMATCH,3,"1864-FF12850, 3102-FF12850, 7919-FF12850",8906,8906,8882,0,,331.4,8285,3600,12.3,5.0,26.9,,2026-08-22,10008,11402
FF17588,MISMATCH,MISMATCH,5,"1864-FF17588, 3102-FF17588, 23011-FF17588",5282,5282,5246,0,,311.4,8097,5340,10.1,6.0,16.9,,2026-08-07,5000,10286
FF9757,MISMATCH,MISMATCH,8,"1864-FF9757, 23011-FF9757, 3102-FF9757",6139,6139,6139,0,,309.6,8049,3000,14.4,6.0,19.8,,2026-09-06,6000,9139
BB29122,MISMATCH,MISMATCH,4,"1864-BB29122, 7199-BB29122, 13640-BB29122",7692,7692,7692,0,,346.1,7960,2658,13.1,6.0,22.2,25,2026-08-28,5004,7692
FF9297/24KL,MISMATCH,MISMATCH,1,11169-FF9297/24KL,4320,4320,4104,0,,316.8,7920,4296,12.3,4.0,13.6,21,2026-08-22,15000,6336
FF12849,MISMATCH,MISMATCH,4,"1864-FF12849, 2342-FF12849, 3102-FF12849",3981,3981,3969,0,,308.7,7717,2772,12.3,6.0,12.9,,2026-08-22,10008,13989
BB35103,MISMATCH,MISMATCH,2,"1864-BB35103, 4524-BB35103",6084,6084,6084,0,,308.6,7716,3600,12.4,4.0,19.7,,2026-08-23,10000,11088
FF34467,MISMATCH,MISMATCH,3,"16579-FF34467, 1864-FF34467, 3102-FF34467",7604,7604,7604,0,,287.2,7466,4334,17.6,8.0,25.8,,2026-09-28,10000,15116
FF12380/6,MISMATCH,MISMATCH,4,"1864-FF12380/6, 3102-FF12380/6, 9108-FF12380/6",3756,3756,8256,4500,,285.8,7430,3593,10.0,6.0,13.1,,2026-08-06,4500,13260
FF6305KL,MISMATCH,MISMATCH,1,11169-FF6305KL,5664,5664,5472,0,,293.9,7348,5400,13.7,4.0,19.3,23,2026-09-01,2000,5664
BB21038,MISMATCH,MISMATCH,4,"1864-BB21038, 22008-BB21038, 4524-BB21038",3528,3528,3528,0,,292.0,7300,4908,12.6,4.0,24.0,,2026-08-24,5000,12024
FF8990PCS3,MISMATCH,MISMATCH,1,1864-FF8990PCS3,6228,6228,6228,0,,290.0,7250,5900,7.9,4.0,21.5,23,2026-07-22,48,6228
BB30279,MISMATCH,MISMATCH,5,"4524-BB30279, 7199-BB30279, 22008-BB30279",9540,9540,9540,0,,287.0,7175,5556,10.3,6.0,33.2,,2026-08-08,5004,9540
FF8990AMZ3,MISMATCH,MISMATCH,1,1864-FF8990AMZ3,5264,5264,5264,0,,311.7,7170,3500,10.1,4.0,16.9,24,2026-08-07,48,6264
FF7261,MISMATCH,MISMATCH,8,"13149-FF7261, 13225-FF7261, 20474-FF7261",4952,4952,4940,0,,275.0,7150,5677,16.0,6.0,17.4,,2026-09-17,5000,9956
FF7263,MISMATCH,MISMATCH,13,"23685-FF7263, 3102-FF7263, 20474-FF7263",3415,3415,3367,0,,267.2,6947,4392,15.3,8.0,12.2,,2026-09-12,5000,8419
FF31076,MISMATCH,MISMATCH,3,"1864-FF31076, 3102-FF31076, 23011-FF31076",1312,1312,1252,0,,274.0,6851,2292,18.9,6.0,4.8,,2026-10-07,3000,7312
FF12842PCS3,MISMATCH,MISMATCH,1,1864-FF12842PCS3,3000,3000,3000,0,,273.2,6830,5500,12.3,4.0,11.0,22,2026-08-22,6000,5700
FF13880,MISMATCH,MISMATCH,6,"1864-FF13880, 13225-FF13880, 23011-FF13880",6599,6599,6581,0,,262.4,6822,3143,11.0,6.0,25.1,,2026-08-13,2004,7703
FF4936,MISMATCH,MISMATCH,9,"13225-FF4936, 13149-FF4936, 2973-FF4936",4800,4800,4776,0,,259.1,6737,3308,16.0,6.0,17.7,,2026-09-17,5000,9800
BB0235,MISMATCH,MISMATCH,5,"1864-BB0235, 16014-BB0235, 13032-BB0235",3996,3996,3948,0,,256.9,6680,3840,10.3,6.0,15.5,,2026-08-08,5004,9000
BB14647,MISMATCH,MISMATCH,1,1864-BB14647,6246,6246,6246,0,,255.0,6375,4884,14.0,0.0,24.5,26,2026-09-03,10000,6246
FF26975,MISMATCH,MISMATCH,1,16820-FF26975,4355,4355,4211,0,,245.0,6125,2334,16.0,4.0,17.8,,2026-09-17,10000,14363
