key,cust,model,ai_total,man_total,delta_pct,abs_gap,man_shape,ai_shape,status_cust,rule_fires
23011-BB38904PDQ,"WAL MART STORES",Heuristic (F72 new-launch ramp),58704,194740,-69.9,-136036,FLAT,FLAT,A: NEW,F10|F34|F37|F41|F64|F72|F9|M1|R9|VP-Q4
1864-BB30930,"AMAZON.COM.KYDC,INC",Seasonal Baseline,159816,72985,119.0,86831,FRONT_LOADED,FLAT,A,F15|F16|F30|F37|F38b|F43|F45|F49|F51|F59a|F59g|F59j|F59m|F_PO_CUTOFF|M1|VP-Q1
23011-BB38906PDQ,"WAL MART STORES",Croston's,104949,191381,-45.2,-86432,FLAT,FLAT,A: NEW,F10|F34|F37|F40|F64|M1|VP-Q4
23011-BB13436CLR/12,"WAL MART STORES",Croston's,157920,97993,61.2,59927,FLAT,FLAT,A,F10|F34|F37|F41|F64|M1|VP-Q4
1864-BB22272,"AMAZON.COM.KYDC,INC",Seasonal Baseline,82896,26635,211.2,56261,FRONT_LOADED,FLAT,A,F15|F16|F30|F37|F38b|F43|F45|F49|F51|F59a|F59g|F59j|M1|VP-Q1|VP-Q4
23011-FF38640,"WAL MART STORES",Seasonal Baseline,151200,206500,-26.8,-55300,FLAT,VARIABLE,A: New 2/26,F10|F16|F34|F37|F64|M1|VP-Q1|VP-Q4
23011-BB33706PDQ,"WAL MART STORES",Heuristic (F72 new-launch ramp),16230,65147,-75.1,-48917,FLAT,FLAT,A: NEW,F10|F34|F37|F39|F64|F72|F9|M1|R9|VP-Q4
23011-BB38504PDQ,"WAL MART STORES",Croston's,100179,148209,-32.4,-48030,FLAT,FLAT,A: NEW,F10|F34|F37|F64|M1|VP-Q4
12835-BB12022/12,"LOWES COMPANIES, INC.",Sparse Intermittent,56568,11544,390.0,45024,VARIABLE,SPARSE,A,F17|F61|R2
1885-FF17554,"AMAZON PRIVATE LABEL",Croston's,89280,47250,89.0,42030,VARIABLE,VARIABLE,A,F59d|F59f|F59g|F71|F_PO_CUTOFF
23011-BB38585PDQ,"WAL MART STORES",Croston's,37377,76611,-51.2,-39234,FLAT,FLAT,A: NEW,F10|F34|F37|F41|F64|M1|VP-Q4
23011-FF38641,"WAL MART STORES",Seasonal Baseline,36972,75000,-50.7,-38028,VARIABLE,VARIABLE,A: New 2/26,F10|F16|F34|F37|F64|F6b|M1|VP-Q1|VP-Q4
1864-FF12655EC,"AMAZON.COM.KYDC,INC",Seasonal Baseline,87390,49473,76.6,37917,VARIABLE,FLAT,A,F15|F16|F30|F37|F38|F38b|F41|F51|F59a|F59e|F59g|F6b|F_PO_CUTOFF|M1|VP-Q1
1864-FF25895,"AMAZON.COM.KYDC,INC",Croston's,77616,43260,79.4,34356,BACK_LOADED,VARIABLE,A,F10|F14a|F18|F35|F37|F41|F45|F47|F59d|F59g|F59j|F71|F_PO_CUTOFF
1864-FF15982,"AMAZON.COM.KYDC,INC",Heuristic,132,33300,-99.6,-33168,BACK_LOADED,SPARSE,A,F23b|F36|F38f|F59h|F71|F_PO_CUTOFF
12446-BB0761CAN,"LOBLAWS INC",Croston's,16644,49000,-66.0,-32356,SPARSE,FLAT,A,F57|F64|R5|VP-Q3
20006-BB38635,"TARGET CTRL INV PRCSNG",Heuristic,64080,33202,93.0,30878,FLAT,FLAT,A,F10|F34|F37|F64|F66|F71|F9|M1|R9|VP-Q4
23011-BB38905PDQ,"WAL MART STORES",Croston's,216072,245529,-12.0,-29457,FLAT,FLAT,A,F10|F34|F37|F64|M1|VP-Q4
1864-FF8654,"AMAZON.COM.KYDC,INC",Seasonal Baseline,64050,93250,-31.3,-29200,FLAT,FLAT,A,F10|F14a|F15|F16|F24|F26|F40|F50|F59f|F59g|F59h|F66|F69|F69-wos|F6b|F_PO_CUTOFF|VP-Q1
23011-BB29490/6,"WAL MART STORES",Pre-launch NEW (manual passthrough),110344,81750,35.0,28594,VARIABLE,FLAT,A: New 2/26,F31|F37|F5|F58|F64|F65
20006-FF9297PDQ,"TARGET CTRL INV PRCSNG",Seasonal Baseline,80448,53026,51.7,27422,FLAT,FLAT,A,F16|F37|F47|F64|F66|F71|VP-Q1|VP-Q4
1864-FF15584,"AMAZON.COM.KYDC,INC",Seasonal Baseline,7200,34470,-79.1,-27270,FLAT,FLAT,A,F10|F14a|F15|F16|F59f|F59g|F59h|F6b|VP-Q1|VP-Q4
1864-FF8990,"AMAZON.COM.KYDC,INC",Seasonal Baseline,172164,145335,18.5,26829,FLAT,VARIABLE,A,F15|F16|F37|F38|F38b|F43|F45|F59a|F59g|VP-Q1|VP-Q4
20006-FF8990,"TARGET CTRL INV PRCSNG",Seasonal Baseline,98376,71580,37.4,26796,FLAT,FLAT,A,F16|F37|F64|F66|F71|VP-Q1|VP-Q4
20006-BB38489,"TARGET CTRL INV PRCSNG",Heuristic,57588,31674,81.8,25914,FLAT,FLAT,A,F10|F34|F37|F39|F64|F66|F71|F9|M1|R9|VP-Q4
1864-BB26922,"AMAZON.COM.KYDC,INC",Croston's,1650,27420,-94.0,-25770,FLAT,FLAT,A,F35|F38f|F57|F59c|F59g|F59h|F59o|F_PO_CUTOFF|VP-Q3
1885-FF17574,"AMAZON PRIVATE LABEL",Croston's,12000,37300,-67.8,-25300,VARIABLE,FLAT,A,F37|F47|F57|F59f|F59g|F59o|VP-FL|VP-Q3|VP-Q4
1864-FF10159EC,"AMAZON.COM.KYDC,INC",Seasonal Baseline,51798,77062,-32.8,-25264,VARIABLE,VARIABLE,A,F10|F14a|F15|F16|F37|F38|F38b|F59d|F59f|F59g|VP-Q1|VP-Q4
1864-BB28360,"AMAZON.COM.KYDC,INC",Croston's,45276,21205,113.5,24071,FLAT,FLAT,A,F10|F14a|F18|F35|F37|F41|F43|F45|F59g|F59j|F59o|F71|VP-Q4
1864-BB28480,"AMAZON.COM.KYDC,INC",Croston's,33408,10285,224.8,23123,FLAT,FLAT,A,F18|F35|F37|F45|F59g|F59i|F59o|F71|VP-Q4
23011-BB13435CLR/12,"WAL MART STORES",Seasonal Baseline,91764,69112,32.8,22652,FLAT,FLAT,A,F10|F16|F34|F37|F64|F66|M1|VP-Q1|VP-Q4
1864-BB13437,"AMAZON.COM.KYDC,INC",Seasonal Baseline,34782,56064,-38.0,-21282,VARIABLE,VARIABLE,A,F10|F14a|F15|F16|F37|F39|F43|F48|F59d|F59g|F59i|F66|VP-Q1|VP-Q4
20006-BB38634,"TARGET CTRL INV PRCSNG",Heuristic,50112,28833,73.8,21279,FLAT,FLAT,A,F10|F34|F37|F39|F64|F66|F9|M1|R9|VP-Q4
12835-BB22272,"LOWES COMPANIES, INC.",Croston's,57552,78000,-26.2,-20448,FLAT,FLAT,A: NEW 5/24,F37|F43|F64
22008-BB25519,"VARIETY WHOLESALERS INC",OTB (zero),0,20000,-100.0,-20000,SPARSE,ZERO,,
12446-BB0234CAN,"LOBLAWS INC",Croston's,46194,66000,-30.0,-19806,SPARSE,FLAT,A,F41|F57|F64|F71|R5|VP-Q3
20006-BB38671,"TARGET CTRL INV PRCSNG",Heuristic,62256,42484,46.5,19772,FLAT,FLAT,A,F10|F34|F37|F64|F66|F71|F9|M1|R9|VP-Q4
1864-FF17831,"AMAZON.COM.KYDC,INC",Heuristic,12024,31575,-61.9,-19551,BACK_LOADED,VARIABLE,A,F23b|F38f|F59h|F59j|F69|F69-wos|F_PO_CUTOFF
23011-FF12858,"WAL MART STORES",Seasonal Baseline,75900,56622,34.0,19278,FLAT,VARIABLE,A: Reactivated,F16|F37|F47|F62|F64|VP-Q1|VP-Q4
23011-FF12859,"WAL MART STORES",Seasonal Baseline,58056,77213,-24.8,-19157,FLAT,FLAT,A: Reactivated,F16|F26|F37|F39|F43|F47|F62|F64|F66|VP-Q1|VP-Q4
12835-BB38259,"LOWES COMPANIES, INC.",OTB (zero),0,18932,-100.0,-18932,SPARSE,ZERO,,
22008-BB32892,"VARIETY WHOLESALERS INC",Sparse Intermittent,3888,22750,-82.9,-18862,BACK_LOADED,SPARSE,A: NEW 7/26,F10|F34|F37|M1|R2|VP-OP
20006-BB38484,"TARGET CTRL INV PRCSNG",Heuristic,53184,34518,54.1,18666,FLAT,FLAT,A,F10|F34|F37|F39|F64|F66|F71|F9|M1|R9|VP-Q4
23011-FF7258COS,"WAL MART STORES",Seasonal Baseline,131196,112565,16.6,18631,FLAT,VARIABLE,A,F16|F37|F43|F62|F64|VP-Q1
18360-BB26923,"ROSS STORES INC - MERCHANDISE",OTB (zero),0,18000,-100.0,-18000,SPARSE,ZERO,,
1864-FF12508,"AMAZON.COM.KYDC,INC",Croston's,45000,62775,-28.3,-17775,FLAT,FLAT,A,F18|F35|F37|F41|F43|F59a|F59g|F69|F69-wos|VP-Q4
1864-BB0466,"AMAZON.COM.KYDC,INC",Croston's,59610,77350,-22.9,-17740,FRONT_LOADED,FLAT,A,F18|F35|F37|F43|F49|F59g|F59i|F59j|F59o|VP-Q4
1864-BB18890,"AMAZON.COM.KYDC,INC",Seasonal Baseline,19500,1950,900.0,17550,SPARSE,FLAT,FD,F10|F14a|F15|F16|F52|F59d|F59e|F59g|F59j|VP-FL|VP-Q1|VP-Q4
1864-FF31068,"AMAZON.COM.KYDC,INC",Croston's,900,18340,-95.1,-17440,FLAT,FLAT,A,F35|F36|F59d|F59g|F59h|F_PO_CUTOFF
23011-FF10159,"WAL MART STORES",Seasonal Baseline,212538,229836,-7.5,-17298,VARIABLE,VARIABLE,A,F16|F26|F37|F62|F64|VP-Q1|VP-Q4
18360-FF5716PS,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,4032,21000,-80.8,-16968,SPARSE,SPARSE,A: Off-Price,F61|R2
20006-BB38672,"TARGET CTRL INV PRCSNG",Heuristic,55044,38264,43.9,16780,FLAT,FLAT,A,F10|F34|F37|F39|F64|F66|F9|M1|R9|VP-Q4
23011-BB38480PDQ,"WAL MART STORES",Croston's,158256,174958,-9.5,-16702,FLAT,FLAT,A: NEW,F10|F34|F37|F64|M1|VP-Q4
1864-BB14500CLR/9,"AMAZON.COM.KYDC,INC",Heuristic,2250,18351,-87.7,-16101,FLAT,FLAT,A,F10|F34|F37|F41|F59f|F59g|F59o|F_PO_CUTOFF|M1|R9
1864-FF8991EC,"AMAZON.COM.KYDC,INC",Croston's,20988,5000,319.8,15988,SPARSE,VARIABLE,FD,F10|F14a|F18|F34|F41|F52|F59d|F59g|F59h|F_PO_CUTOFF|M1
1864-FF20208,"AMAZON.COM.KYDC,INC",Seasonal Baseline,49212,65172,-24.5,-15960,FLAT,FLAT,A,F15|F16|F38|F38b|F59f|F59g|F59j|F59m|F66|F_PO_CUTOFF|VP-Q1
3102-FF12846,"CHEWY.COM",Seasonal Baseline,6840,22200,-69.2,-15360,FLAT,VARIABLE,A,F16|F35|F41|F47|F64|F6b|VP-Q1|VP-Q4
16553-SF8168PS,"PETSMART INC",Croston's,28032,43347,-35.3,-15315,FLAT,FLAT,A,F26|F35|F37|F39|F62|F64|VP-Q3|VP-Q4
1864-FF15589,"AMAZON.COM.KYDC,INC",Croston's,29712,44770,-33.6,-15058,FLAT,SPIKE,A,F10|F14a|F18|F35|F40|F59d|F59g|F59i|F71|F_PO_CUTOFF
20006-FF19341,"TARGET CTRL INV PRCSNG",Seasonal Baseline,45372,30387,49.3,14985,FLAT,FLAT,A: NEW 3/24,F16|F37|F45|F64|F66|F71|VP-Q1|VP-Q4
1770-FF8991,"GRUP CONOCIDO S.A. DE C.V",Heuristic,28002,13200,112.1,14802,SPARSE,VARIABLE,A,F23b|F64|R5|R9
1864-BB33708,"AMAZON.COM.KYDC,INC",Croston's,32166,46850,-31.3,-14684,VARIABLE,VARIABLE,A,F18|F37|F43|F49|F59c|F59g|F59j|F59m|VP-Q3|VP-Q4
1864-FF31075,"AMAZON.COM.KYDC,INC",Seasonal Baseline,31056,16622,86.8,14434,VARIABLE,FLAT,A,F15|F16|F37|F38a|F41|F43|F47|F49|F59a|F59e|F59g|F59j|F6b|F_PO_CUTOFF|VP-Q1|VP-Q2
1864-BB16180,"AMAZON.COM.KYDC,INC",Heuristic,22536,8160,176.2,14376,FRONT_LOADED,VARIABLE,A,F37|F59a|F59c|F59e|F59j|F59o|F_PO_CUTOFF|R9
23011-FF7266COS,"WAL MART STORES",Seasonal Baseline,126582,112239,12.8,14343,FLAT,VARIABLE,A,F16|F37|F43|F62|F64|F71|VP-Q1
1864-FF7120EC,"AMAZON.COM.KYDC,INC",Seasonal Baseline,35274,49032,-28.1,-13758,FLAT,FLAT,A,F15|F16|F35|F37|F38c|F41|F43|F59a|F59g|F59i|F66|VP-Q1|VP-Q4
20595-FF9297/24,"TRACTOR SUPPLY COMPANY",Seasonal Baseline,33768,20120,67.8,13648,FLAT,FLAT,A,F16|F37|F41|F62|F64|F66|VP-FL|VP-Q1|VP-Q2|VP-Q4
1864-BB27359,"AMAZON.COM.KYDC,INC",Croston's,18276,31775,-42.5,-13499,FLAT,SPIKE,FD,F10|F14a|F18|F37|F39|F52|F57|F59a|F59d|F59h|F59i|F59l|F71|VP-Q3|VP-Q4
1864-FF5952EC,"AMAZON.COM.KYDC,INC",Heuristic,504,13875,-96.4,-13371,BACK_LOADED,BACK_LOADED,A,F10|F14a|F23b|F59e|F59g|F59h|F70b|F_PO_CUTOFF|R9
1864-BB28473,"AMAZON.COM.KYDC,INC",Seasonal Baseline,8616,21950,-60.7,-13334,FLAT,FLAT,A,F16|F24|F38c|F40|F47|F59g|F66|F6b|VP-Q1|VP-Q4
20006-BB38673,"TARGET CTRL INV PRCSNG",Heuristic,46278,32989,40.3,13289,FLAT,FLAT,A,F10|F34|F37|F39|F64|F66|F9|M1|R9|VP-Q4
1864-BB15068,"AMAZON.COM.KYDC,INC",Seasonal Baseline,18144,4960,265.8,13184,FLAT,FLAT,FD,F15|F16|F37|F38b|F43|F49|F52|F59a|F59g|F66|F6b|F_PO_CUTOFF|VP-Q1|VP-Q2|VP-Q4
1864-FF12689,"AMAZON.COM.KYDC,INC",Croston's,78192,91300,-14.4,-13108,BACK_LOADED,BACK_LOADED,A,F10|F14a|F18|F47|F58|F59g|F59h|F59j|F67|F69|F69-wos|F_PO_CUTOFF
1864-BB21250,"AMAZON.COM.KYDC,INC",Seasonal Baseline,55608,42550,30.7,13058,FRONT_LOADED,FLAT,A,F15|F16|F35|F37|F38b|F43|F47|F49|F59a|F59g|F59i|F59j|F59m|F66|F_PO_CUTOFF|VP-Q1
1864-FF9297/24,"AMAZON.COM.KYDC,INC",Croston's,82704,69665,18.7,13039,FLAT,FLAT,A,F10|F34|F37|F59a|F59g|F59o|F_PO_CUTOFF|M1
23011-BB33708PDQ,"WAL MART STORES",Seasonal Baseline,32166,45052,-28.6,-12886,FLAT,BACK_LOADED,A: NEW,F10|F16|F34|F37|F41|F43|F45|F49|F64|M1|VP-Q1|VP-Q4
1864-FF13877,"AMAZON.COM.KYDC,INC",Seasonal Baseline,6828,19615,-65.2,-12787,VARIABLE,VARIABLE,A,F15|F16|F37|F38|F38b|F47|F48|F59d|F59f|F59g|F59h|F6b|F_PO_CUTOFF|VP-Q1
23011-FF8654,"WAL MART STORES",Seasonal Baseline,123686,136000,-9.1,-12314,FLAT,FLAT,A,F16|F26|F58|F62|F64|F66|VP-Q1|VP-Q4
1864-SF8168,"AMAZON.COM.KYDC,INC",Croston's,6528,18810,-65.3,-12282,BACK_LOADED,SPIKE,A,F10|F14a|F18|F37|F39|F47|F59d|F59g|F59h|F69|F69-wos|F_PO_CUTOFF|VP-Q3
1770-FF6989,"GRUP CONOCIDO S.A. DE C.V",Heuristic,15840,3600,340.0,12240,SPARSE,VARIABLE,A,F23b|F64|R5|R9
16001-BB0080,"OLLIE'S BARGAIN OUTLET INC.",OTB (zero),0,12000,-100.0,-12000,SPARSE,ZERO,,
18360-FF20206,"ROSS STORES INC - MERCHANDISE",OTB (zero),0,12000,-100.0,-12000,SPARSE,ZERO,,
16553-FF19008,"PETSMART INC",Croston's,6972,18530,-62.4,-11558,FLAT,FLAT,A,F35|F37|F41|F64|VP-Q3|VP-Q4
1864-FF12887,"AMAZON.COM.KYDC,INC",Seasonal Baseline,45012,56447,-20.3,-11435,FLAT,FLAT,A,F15|F16|F37|F38|F38b|F41|F43|F47|F59a|F59g|F59i|VP-Q1|VP-Q4
16553-FF20275,"PETSMART INC",Croston's,6672,18039,-63.0,-11367,FLAT,FLAT,A,F35|F37|F41|F64|VP-Q3|VP-Q4
20006-FF10159,"TARGET CTRL INV PRCSNG",Seasonal Baseline,34056,22714,49.9,11342,FLAT,FLAT,A: NEW 2/25,F16|F37|F64|F66|F71|VP-Q1|VP-Q4
1864-BB0237,"AMAZON.COM.KYDC,INC",Seasonal Baseline,78462,89796,-12.6,-11334,VARIABLE,VARIABLE,A,F15|F16|F30|F37|F38b|F45|F48|F51|F59f|F59g|F59j|F59m|F71|F_PO_CUTOFF|VP-Q1
23011-BB13447CLR/12,"WAL MART STORES",Croston's,18120,7500,141.6,10620,FLAT,FLAT,FD,F10|F34|F37|F40|F52|F64|M1|VP-Q4
1864-BB15230,"AMAZON.COM.KYDC,INC",Croston's,21600,10985,96.6,10615,FLAT,FLAT,A,F18|F37|F45|F59g|F59i|F59o|F71|VP-Q4
1864-BB12068,"AMAZON.COM.KYDC,INC",Seasonal Baseline,13104,23620,-44.5,-10516,FRONT_LOADED,FLAT,A,F15|F16|F37|F38b|F45|F47|F59h|F59i|F66|F71|VP-FL|VP-Q1|VP-Q4
1864-FF12301/24,"AMAZON.COM.KYDC,INC",Croston's,18000,28500,-36.8,-10500,FLAT,FLAT,A,F10|F14a|F18|F40|F59f|F59g|F59l|F59o|F71|F_PO_CUTOFF
1864-FF20206EC,"AMAZON.COM.KYDC,INC",Croston's,19950,30450,-34.5,-10500,FLAT,FLAT,A,F18|F37|F59a|F59g|F59h|F59i|F_PO_CUTOFF|VP-Q3
23011-FF15585,"WAL MART STORES",Seasonal Baseline,75384,85687,-12.0,-10303,FLAT,VARIABLE,A,F16|F26|F41|F62|F64|VP-Q1|VP-Q4
1587-BB35093,"SUPERVALU",Croston's,6498,16750,-61.2,-10252,SPARSE,FLAT,A,F35|F37|F39|F41|F57|F64|F71|R6|VP-Q3|VP-Q4
23011-FF4775COS,"WAL MART STORES",Seasonal Baseline,145254,135130,7.5,10124,FLAT,VARIABLE,A,F16|F37|F62|F64|VP-Q1|VP-Q4
18360-FF6989,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,2448,12500,-80.4,-10052,SPARSE,SPARSE,A: Off-Price,F61|R2|VP-OP
12446-FF8651/8CA,"LOBLAWS INC",Croston's,6640,16630,-60.1,-9990,FLAT,FLAT,A: NEW 10/25,F37|F64|F71|R5|VP-Q3
23011-BB31552CLR/9,"WAL MART STORES",Seasonal Baseline,17451,7500,132.7,9951,FLAT,FLAT,FD,F10|F16|F34|F39|F40|F41|F52|F64|F66|F6b|M1|VP-Q1|VP-Q4
1579-BB35097,"ACE HARDWARE CORPORATION",Croston's,402,10320,-96.1,-9918,FLAT,FLAT,A,F37|F47|F57|F64|F71|VP-Q3|VP-Q4
1864-FF4775AMZ,"AMAZON.COM.KYDC,INC",Seasonal Baseline,68226,78125,-12.7,-9899,FLAT,FLAT,A,F15|F16|F35|F37|F38|F38b|F43|F59a|F59e|F59g|F59i|F_PO_CUTOFF|VP-Q1
1864-FF12842,"AMAZON.COM.KYDC,INC",Seasonal Baseline,35868,45731,-21.6,-9863,VARIABLE,FLAT,A,F15|F16|F37|F59a|F59d|F59g|F69|F69-wos|F_PO_CUTOFF|VP-Q1
1864-FF5769AMZ,"AMAZON.COM.KYDC,INC",Seasonal Baseline,10890,20675,-47.3,-9785,FLAT,VARIABLE,A,F10|F14a|F15|F16|F41|F59g|F59h|F71|VP-Q1|VP-Q2|VP-Q4
18360-FF20207,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,8322,18000,-53.8,-9678,SPARSE,SPARSE,A,F64|R2
1864-BB16179,"AMAZON.COM.KYDC,INC",Croston's,10248,570,1697.9,9678,BACK_LOADED,VARIABLE,FD,F10|F14a|F18|F37|F38f|F39|F52|F59j|F59m|F59o
1864-BB11917,"AMAZON.COM.KYDC,INC",Seasonal Baseline,18300,8675,111.0,9625,FRONT_LOADED,FLAT,A,F15|F16|F35|F37|F38b|F39|F41|F43|F49|F59a|F59e|F59g|F59h|F59i|F66|F6b|F_PO_CUTOFF|VP-ATS|VP-Q1|VP-Q2
23011-FF15584,"WAL MART STORES",Seasonal Baseline,42456,52006,-18.4,-9550,VARIABLE,VARIABLE,A,F16|F26|F37|F41|F62|F64|VP-Q1|VP-Q4
23011-BB36058CLR/12,"WAL MART STORES",Heuristic,17004,7500,126.7,9504,FLAT,VARIABLE,FD,F10|F34|F52|F64|F9|M1|R9|VP-Q4
1579-BB0332,"ACE HARDWARE CORPORATION",Seasonal Baseline,19425,9965,94.9,9460,SPARSE,FLAT,A,F16|F37|F64|F66|VP-FL|VP-Q1|VP-Q4
1885-FF17578,"AMAZON PRIVATE LABEL",Croston's,22800,32250,-29.3,-9450,VARIABLE,FLAT,A,F35|F47|F57|F59f|F59g|F59o|F71|VP-Q3|VP-Q4
1864-BB11483,"AMAZON.COM.KYDC,INC",Seasonal Baseline,4644,14075,-67.0,-9431,FRONT_LOADED,FLAT,A,F15|F16|F37|F38b|F43|F45|F59g|F59h|F59i|F66|F71|VP-Q1|VP-Q4
20006-FF20206,"TARGET CTRL INV PRCSNG",Seasonal Baseline,23406,13985,67.4,9421,FLAT,FLAT,A: NEW 2/25,F16|F37|F64|F66|F71|VP-Q1|VP-Q4
23011-FF19998,"WAL MART STORES",Seasonal Baseline,67260,57840,16.3,9420,FLAT,FLAT,A,F16|F37|F43|F47|F64|F66|VP-Q1|VP-Q4
1864-FF12853,"AMAZON.COM.KYDC,INC",Croston's,47868,57260,-16.4,-9392,FLAT,FLAT,A,F18|F35|F37|F59g|F59i|F59j|VP-Q4
1864-FF7258AMZ,"AMAZON.COM.KYDC,INC",Seasonal Baseline,59148,68250,-13.3,-9102,FLAT,FLAT,A,F15|F16|F35|F37|F38|F38b|F43|F59a|F59g|F59i|F59j|F6b|F71|VP-Q1|VP-Q4
18360-FF11899/24,"ROSS STORES INC - MERCHANDISE",OTB (zero),0,9000,-100.0,-9000,SPARSE,ZERO,,
18360-BB34390,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,16824,25800,-34.8,-8976,SPARSE,SPARSE,A: NEW 9/25,F37|F64|R2
1864-BB30424,"AMAZON.COM.KYDC,INC",Seasonal Baseline,8484,17280,-50.9,-8796,FLAT,VARIABLE,FD,F15|F16|F24|F35|F37|F38c|F52|F59a|VP-Q1|VP-Q4
1864-BB15776,"AMAZON.COM.KYDC,INC",Heuristic,4248,13025,-67.4,-8777,FLAT,VARIABLE,A,F23b|F36|F59h|F9|F_PO_CUTOFF
1864-FF12300/24,"AMAZON.COM.KYDC,INC",Seasonal Baseline,79320,70594,12.4,8726,VARIABLE,VARIABLE,A,F15|F16|F37|F38|F38b|F41|F59a|F59g|F59i|F_PO_CUTOFF|VP-Q1
18360-FF7221,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,1032,9600,-89.2,-8568,SPARSE,SPARSE,A,F64|R2|VP-OP
1864-BB24877,"AMAZON.COM.KYDC,INC",Seasonal Baseline,35936,27515,30.6,8421,FLAT,VARIABLE,A,F15|F16|F38b|F47|F48|F59g|F59j|F59m|F66|F_PO_CUTOFF|VP-Q1|VP-Q2
2659-BB22272,"BISEK & COMPANY INC",Seasonal Baseline,5904,14300,-58.7,-8396,FLAT,VARIABLE,A,F16|F35|F37|F41|F64|VP-Q1
23685-BB37433,"WAKEFERN FOOD CORP",Sparse Intermittent,6696,15080,-55.6,-8384,FLAT,SPARSE,A: New 2/26,F17|F37|F64|R2
1864-FF8882,"AMAZON.COM.KYDC,INC",Seasonal Baseline,49476,57744,-14.3,-8268,FLAT,FLAT,A,F15|F16|F37|F59g|F59i|F59m|F66|VP-Q1|VP-Q4
3102-FF8423,"CHEWY.COM",Seasonal Baseline,2772,11000,-74.8,-8228,FLAT,FRONT_LOADED,A,F16|F37|F64|F6b|VP-Q1|VP-Q4
1864-BB0705EC,"AMAZON.COM.KYDC,INC",Seasonal Baseline,24846,16690,48.9,8156,VARIABLE,VARIABLE,A,F15|F16|F35|F37|F38c|F39|F41|F43|F45|F59g|F59j|F59m|F6b|F71|VP-ATS|VP-ATS-Catch|VP-FL|VP-Q1|VP-Q2|VP-Q4
23685-BB37432,"WAKEFERN FOOD CORP",Sparse Intermittent,6696,14820,-54.8,-8124,FLAT,SPARSE,A: New 2/26,F17|F37|F64|R2
1864-FF31454,"AMAZON.COM.KYDC,INC",Croston's,8664,590,1368.5,8074,FLAT,FLAT,A,F38f|F59g|F59o|F71|F_PO_CUTOFF
23685-BB37434,"WAKEFERN FOOD CORP",OTB (zero),0,8000,-100.0,-8000,FLAT,ZERO,,
23685-BB37435,"WAKEFERN FOOD CORP",OTB (zero),0,8000,-100.0,-8000,FLAT,ZERO,,
16553-FF31198,"PETSMART INC",Seasonal Baseline,7446,15359,-51.5,-7913,FRONT_LOADED,VARIABLE,A,F16|F37|F39|F62|F64|F71|VP-Q1|VP-Q4
1864-FF12823,"AMAZON.COM.KYDC,INC",Seasonal Baseline,53832,61715,-12.8,-7883,SPIKE,FLAT,A,F15|F16|F30|F37|F38|F38b|F39|F41|F43|F45|F48|F51|F59d|F59e|F59f|F59g|F59j|F59m|F_PO_CUTOFF|VP-Q1
13640-FF38675,"BURLINGTON COAT FACTORY",OTB (zero),0,7800,-100.0,-7800,FLAT,ZERO,,
13640-FF38677,"BURLINGTON COAT FACTORY",OTB (zero),0,7800,-100.0,-7800,FLAT,ZERO,,
1864-FF12843PCS3,"AMAZON.COM.KYDC,INC",Seasonal Baseline,4360,11985,-63.6,-7625,FLAT,FLAT,A,F15|F16|F35|F36|F37|F39|F43|F44|F59a|F59d|F59f|F59h|F71|F_PO_CUTOFF|VP-Q1
1864-BB20227,"AMAZON.COM.KYDC,INC",Seasonal Baseline,34272,26681,28.5,7591,VARIABLE,FLAT,A,F15|F16|F37|F38|F38b|F45|F59a|F59g|F59j|F59m|VP-Q1|VP-Q4
1885-FF17547,"AMAZON PRIVATE LABEL",Seasonal Baseline,5400,12975,-58.4,-7575,BACK_LOADED,FLAT,A,F16|F35|F43|F44|F45|F46|F47|F59f|F59g|VP-FL|VP-Q1|VP-Q4
16553-FF33688PS,"PETSMART INC",Seasonal Baseline,20520,12979,58.1,7541,FLAT,VARIABLE,A,F16|F37|F45|F62|F64|VP-Q1|VP-Q4
1420-BB15230,"ASSOCIATED WHOLESALE GROCERS",Croston's,2220,9750,-77.2,-7530,FLAT,FLAT,A,F10|F34|F64|M1|VP-Q3
1864-BB0131EC,"AMAZON.COM.KYDC,INC",Croston's,33612,26180,28.4,7432,FRONT_LOADED,VARIABLE,A,F10|F14a|F18|F36|F37|F47|F57|F59g|F59j|F59o|F71|F_PO_CUTOFF|VP-Q3
1864-FF10479EC,"AMAZON.COM.KYDC,INC",Croston's,38418,45702,-15.9,-7284,FLAT,BACK_LOADED,A,F10|F14a|F18|F35|F58|F59f|F59g|F59h|F59l|F_PO_CUTOFF
23685-BB37431,"WAKEFERN FOOD CORP",Sparse Intermittent,4464,11700,-61.8,-7236,FLAT,SPARSE,A: New 2/26,F17|F37|F64|R2
18360-SF8168,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,7776,15000,-48.2,-7224,SPARSE,SPARSE,A: Off-Price,F61|R2
16820-FF18741,"PSP DISTRIBUTION, LLC",Croston's,5028,12241,-58.9,-7213,FLAT,SPARSE,A,F41|F64|F66|F71
