key,cust,model,ai_total,man_total,delta_pct,abs_gap,man_shape,ai_shape,status_cust,rule_fires
22008-BB21641,"VARIETY WHOLESALERS INC",Sparse Intermittent,2544,5500,-53.7,-2956,SPARSE,SPARSE,A: Off-Price,F64|R2
1864-BB25518,"AMAZON.COM.KYDC,INC",Croston's,948,3900,-75.7,-2952,VARIABLE,FLAT,A,F10|F14a|F18|F59h|F59o|F71|VP-Q4
1864-BB29477,"AMAZON.COM.KYDC,INC",Seasonal Baseline,1584,4535,-65.1,-2951,FLAT,FLAT,A,F10|F14a|F15|F16|F35|F38c|F59h|F66|F6b|F_PO_CUTOFF|VP-Q1
11169-FF33569KL,"KOHL'S DEPT STR",OTB (zero),0,2950,-100.0,-2950,BACK_LOADED,ZERO,,
16553-FF30784,"PETSMART INC",Seasonal Baseline,24168,21222,13.9,2946,FLAT,FLAT,A,F16|F37|F43|F64|F66|F6b|VP-FL|VP-Q1|VP-Q4
1864-BB13448,"AMAZON.COM.KYDC,INC",Seasonal Baseline,7032,9975,-29.5,-2943,FLAT,FLAT,A,F15|F16|F37|F38c|F59i|F66|F6b|VP-Q1|VP-Q4
1420-BB14812,"ASSOCIATED WHOLESALE GROCERS",Croston's,5630,2700,108.5,2930,SPARSE,FLAT,A,F10|F34|F37|F64|M1
1864-FF19546,"AMAZON.COM.KYDC,INC",Seasonal Baseline,14592,17520,-16.7,-2928,FLAT,VARIABLE,A,F15|F16|F37|F38|F38b|F43|F59a|F59g|F69|F69-wos|VP-Q1|VP-Q4
1420-BB35096,"ASSOCIATED WHOLESALE GROCERS",Croston's,5142,8050,-36.1,-2908,SPARSE,FLAT,A,F35|F37|F62|F64|VP-Q3|VP-Q4
13640-FF10477,"BURLINGTON COAT FACTORY",Sparse Intermittent,4602,7500,-38.6,-2898,SPARSE,SPARSE,A,F41|F45|F47|F61|R2|VP-OP
16553-FF7258,"PETSMART INC",Seasonal Baseline,39708,42605,-6.8,-2897,SPIKE,FLAT,A,F16|F37|F64|VP-Q1|VP-Q4
4524-BB18835,"DD'S DISCOUNTS",OTB (zero),0,2880,-100.0,-2880,SPARSE,ZERO,,
16579-FF31451,"PETCO ANIMAL SUPPLIES, INC",Heuristic,1320,4191,-68.5,-2871,SPIKE,VARIABLE,A: Promo,F23b|F37|F64|R9
20227-BB0466,"THE HOME DEPOT",Seasonal Baseline,4260,1395,205.4,2865,SPARSE,FLAT,A,F16|F37|F39|F43|F64|F66|F71|VP-Q1|VP-Q4
1864-BB0096,"AMAZON.COM.KYDC,INC",Seasonal Baseline,8760,11620,-24.6,-2860,FLAT,FLAT,A,F15|F16|F38c|F59h|F59i|F66|F6b|VP-Q1|VP-Q4
1864-FF20209,"AMAZON.COM.KYDC,INC",Croston's,1644,4500,-63.5,-2856,FLAT,VARIABLE,A,F10|F14a|F18|F35|F37|F59d|F59g|F59h|F67|F69|F69-wos|F71|F_PO_CUTOFF
1864-BB31165,"AMAZON.COM.KYDC,INC",Sparse Intermittent,900,3755,-76.0,-2855,FLAT,BACK_LOADED,A: Promo Commt,F59d|F59h|F_PO_CUTOFF
16554-FF5715,"PET SUPERMARKET, INC",Sparse Intermittent,7848,5000,57.0,2848,SPARSE,SPARSE,A,F10|F34|F64|M1|R2
16651-FF27266AU,"PETBARN PTY LTD",Croston's,534,3380,-84.2,-2846,FLAT,SPARSE,A,F37|F57|F64|F71|R5|VP-Q3
1864-BB0092,"AMAZON.COM.KYDC,INC",Croston's,10548,7710,36.8,2838,VARIABLE,FLAT,A,F18|F37|F43|F45|F59i|F59o|F71|VP-Q4
1864-FF8425PCS2,"AMAZON.COM.KYDC,INC",Croston's,1350,4185,-67.7,-2835,FLAT,FLAT,A,F10|F14a|F18|F35|F40|F59d|F59e|F59f|F63|F71|F_PO_CUTOFF
16553-FF12655PSM,"PETSMART INC",Seasonal Baseline,18888,21722,-13.0,-2834,FLAT,VARIABLE,A,F16|F37|F64|VP-Q1|VP-Q4
1864-FF37778,"AMAZON.COM.KYDC,INC",Seasonal Baseline,8448,5645,49.7,2803,VARIABLE,BACK_LOADED,A,F10|F14a|F15|F16|F34|F36|F38b|F43|F59d|F59h|M1|VP-Q1
16553-FF7639,"PETSMART INC",Seasonal Baseline,13428,10628,26.3,2800,FLAT,FLAT,A,F16|F37|F62|F64|F66|VP-Q1|VP-Q4
3466-FF8651/8,"C & S WHOLESALE",Croston's,2000,4800,-58.3,-2800,FLAT,FLAT,A,F37|F64|VP-Q3
1864-BB33534,"AMAZON.COM.KYDC,INC",Croston's,300,3090,-90.3,-2790,FLAT,FLAT,A,F10|F14a|F18|F40|F59f|F59h|F59o|VP-Q4
16820-FF27259,"PSP DISTRIBUTION, LLC",Croston's,6630,3841,72.6,2789,FLAT,SPARSE,A,F37|F39|F66|VP-Q3
16553-FF7228,"PETSMART INC",Seasonal Baseline,26148,23362,11.9,2786,FLAT,FLAT,A,F16|F64|F66|VP-Q1|VP-Q4
1864-BB20228,"AMAZON.COM.KYDC,INC",Seasonal Baseline,29256,26472,10.5,2784,FLAT,FLAT,A,F15|F16|F37|F38|F38b|F45|F59a|F59g|F59j|F59m|VP-Q1|VP-Q4
13149-FF17288,"MEIJER THRIFTY ACRES",Sparse Intermittent,720,3500,-79.4,-2780,FLAT,SPARSE,FD,F37|F52|F64
20474-FF13874,"THEIS DISTRIBUTING COMPANY INC",Croston's,5022,7800,-35.6,-2778,FLAT,FLAT,A,F37|F57|F64|F66|F71|VP-Q3
1864-BB29713,"AMAZON.COM.KYDC,INC",Heuristic,7200,4440,62.2,2760,VARIABLE,FLAT,A,F35|F37|F42|F59a|F59c|F67|R9|VP-Q4
22008-BB0473,"VARIETY WHOLESALERS INC",Sparse Intermittent,2778,5500,-49.5,-2722,SPARSE,SPARSE,A: Off-Price,F64|R2
2659-FF8649/24,"BISEK & COMPANY INC",Croston's,5088,7800,-34.8,-2712,FLAT,FLAT,A,F35|F37|F41|F64
2659-BB21237,"BISEK & COMPANY INC",Croston's,2292,5000,-54.2,-2708,FLAT,FLAT,A: NEW 10/25,F26|F37|F62|F64|R6|VP-Q4
22008-BB30587,"VARIETY WHOLESALERS INC",OTB (zero),0,2700,-100.0,-2700,SPARSE,ZERO,,
1864-FF7221,"AMAZON.COM.KYDC,INC",Croston's,12996,15695,-17.2,-2699,FLAT,VARIABLE,A,F10|F14a|F18|F40|F41|F57|F59d|F59g|F59h|F71|F_PO_CUTOFF|VP-Q3
4524-BB16534,"DD'S DISCOUNTS",Sparse Intermittent,2112,4800,-56.0,-2688,SPARSE,SPARSE,A: Off-Price,F61|R2|VP-Q4
23011-BB0237,"WAL MART STORES",Seasonal Baseline,7680,5000,53.6,2680,FLAT,VARIABLE,A,F16|F43|F64|VP-Q1|VP-Q4
1864-FF33495,"AMAZON.COM.KYDC,INC",Croston's,7960,5285,50.6,2675,VARIABLE,VARIABLE,A,F10|F14a|F18|F35|F37|F38f|F59c|F59h|F59j|F59o|F71|F_PO_CUTOFF
20006-BB38662,"TARGET CTRL INV PRCSNG",Heuristic,450,3123,-85.6,-2673,FLAT,FLAT,A,F10|F34|F37|F64|F66|M1|VP-Q4
23011-FF4849COS,"WAL MART STORES",Seasonal Baseline,24768,22103,12.1,2665,FLAT,VARIABLE,A,F16|F37|F43|F64|F6b|VP-Q1|VP-Q4
22008-BB0152,"VARIETY WHOLESALERS INC",Sparse Intermittent,2136,4800,-55.5,-2664,SPARSE,SPARSE,A: Off-Price,F64|R2
11169-FF26777KL,"KOHL'S DEPT STR",Seasonal Baseline,2742,5400,-49.2,-2658,BACK_LOADED,FLAT,A,F16|F37|F64|F66|VP-OP|VP-Q1|VP-Q4
1864-FF7112,"AMAZON.COM.KYDC,INC",Croston's,14328,16980,-15.6,-2652,FLAT,FLAT,A,F10|F14a|F18|F37|F40|F41|F59g|F59l|F59o|F71|VP-Q4
16651-FF27263AU,"PETBARN PTY LTD",Croston's,480,3120,-84.6,-2640,FLAT,SPARSE,A,F35|F37|F57|F64|F71|R5|VP-Q3
3892-BB35093,"CERTCO INC.",Croston's,708,3344,-78.8,-2636,SPARSE,FLAT,A,F35|F64|F71
1864-BB22116,"AMAZON.COM.KYDC,INC",Seasonal Baseline,30732,33365,-7.9,-2633,FLAT,FLAT,A,F15|F16|F37|F39|F59a|F59g|F59j|F59m|F66|F6b|VP-Q1|VP-Q4
1864-BB21643,"AMAZON.COM.KYDC,INC",Croston's,1200,3830,-68.7,-2630,FLAT,VARIABLE,A,F18|F37|F45|F59h|F59o|F71|VP-Q4
16820-FF26979,"PSP DISTRIBUTION, LLC",Croston's,9282,6659,39.4,2623,FLAT,FLAT,A,F47|F64|F66|VP-Q3|VP-Q4
1864-BB35093,"AMAZON.COM.KYDC,INC",Seasonal Baseline,19608,16985,15.4,2623,FLAT,FLAT,A,F15|F16|F37|F38|F38b|F43|F45|F47|F49|F59a|F59m|VP-Q1|VP-Q4
22008-BB0231,"VARIETY WHOLESALERS INC",Sparse Intermittent,5622,3000,87.4,2622,SPARSE,SPARSE,A: Off-Price,F64|R2
1864-BB0149,"AMAZON.COM.KYDC,INC",Heuristic,5700,8315,-31.4,-2615,VARIABLE,FLAT,A,F37|F59a|F59i|F59o|R9|VP-Q4
12446-FF8653CA,"LOBLAWS INC",Croston's,2928,5540,-47.1,-2612,FLAT,SPARSE,A: NEW 10/25,F37|F64|R5|R6|VP-Q3
23011-SF8169,"WAL MART STORES",Croston's,3600,1000,260.0,2600,FLAT,FLAT,A,F35|F37|F41|F64|VP-Q3|VP-Q4
30000-FF19546,"DISCOUNT DRUG MART FOOD FAIR",OTB (zero),0,2600,-100.0,-2600,FLAT,ZERO,,
6478-FF15585,"FRAGRANCENET.COM, INC.",OTB (zero),0,2600,-100.0,-2600,FLAT,ZERO,,
6478-FF30746,"FRAGRANCENET.COM, INC.",OTB (zero),0,2600,-100.0,-2600,FLAT,ZERO,,
22008-BB0018,"VARIETY WHOLESALERS INC",Sparse Intermittent,3402,6000,-43.3,-2598,SPARSE,SPARSE,A: Off-Price,F64|R2
11169-FF6305KL,"KOHL'S DEPT STR",Seasonal Baseline,4512,7108,-36.5,-2596,BACK_LOADED,VARIABLE,A,F16|F35|F37|F41|F62|F64|VP-OP|VP-Q1|VP-Q4
3837-FF20001MX,"COMERCIALIZADORA MEXICO AMERIC",Sparse Intermittent,4893,2301,112.6,2592,SPARSE,SPARSE,A,F10|F34|F64|M1|R5
16553-FF26385,"PETSMART INC",Croston's,7584,10172,-25.4,-2588,FLAT,FLAT,A,F26|F35|F37|F62|F64|VP-Q4
1864-BB29561,"AMAZON.COM.KYDC,INC",Croston's,15000,12420,20.8,2580,FLAT,FLAT,A,F36|F59d|F59g|F_PO_CUTOFF
5330-FF9060,"EUROPRIS AS",Sparse Intermittent,1320,3900,-66.2,-2580,FLAT,SPARSE,A,F17|F64
1864-BB16853,"AMAZON.COM.KYDC,INC",Croston's,1548,4125,-62.5,-2577,FLAT,FLAT,A,F18|F37|F59h|F_PO_CUTOFF
1864-FF18909/24,"AMAZON.COM.KYDC,INC",Seasonal Baseline,1824,4400,-58.5,-2576,FLAT,VARIABLE,A,F10|F15|F16|F34|F37|F38b|F59e|F_PO_CUTOFF|M1|VP-Q1
13640-BB0473,"BURLINGTON COAT FACTORY",Sparse Intermittent,1428,4000,-64.3,-2572,SPARSE,SPARSE,A: Off-Price,F37|F64|R2|VP-OP
6111-FF11348/6,"FINNEYS IMPORTERS AND",Sparse Intermittent,1992,4560,-56.3,-2568,SPARSE,SPARSE,A,F10|F34|F37|M1
1864-FF10556,"AMAZON.COM.KYDC,INC",Heuristic,8175,10740,-23.9,-2565,FLAT,FLAT,A,F10|F34|F37|F59a|F59o|M1|R9|VP-Q4
1864-FF7372PCS2,"AMAZON.COM.KYDC,INC",Heuristic,4287,1740,146.4,2547,FLAT,VARIABLE,A,F23b|F36|F59h|F63|F71|F_PO_CUTOFF
1864-FF7216,"AMAZON.COM.KYDC,INC",Seasonal Baseline,16476,13932,18.3,2544,VARIABLE,VARIABLE,A,F15|F16|F37|F38|F38b|F45|F59a|F59e|F59i|F59j|F59m|VP-Q1|VP-Q4
22008-FF10479,"VARIETY WHOLESALERS INC",Croston's,6258,8800,-28.9,-2542,SPARSE,SPARSE,A,F37|F41|F47|F62|VP-OP|VP-Q3
1864-FF9059,"AMAZON.COM.KYDC,INC",Seasonal Baseline,2592,5110,-49.3,-2518,SPIKE,FLAT,A,F15|F16|F22c|F35|F37|F38b|F4|F43|F47|F59a|F59j|VP-Q1|VP-Q4
20595-FF7258,"TRACTOR SUPPLY COMPANY",Seasonal Baseline,18102,20615,-12.2,-2513,FLAT,VARIABLE,A,F16|F37|F62|F64|VP-FL|VP-Q1|VP-Q4
20474-FF13878,"THEIS DISTRIBUTING COMPANY INC",Croston's,5292,7800,-32.2,-2508,FLAT,FLAT,A,F37|F41|F64|F66|VP-Q3
13640-FF31324,"BURLINGTON COAT FACTORY",OTB (zero),0,2500,-100.0,-2500,SPARSE,ZERO,,
13640-FF37779,"BURLINGTON COAT FACTORY",OTB (zero),0,2500,-100.0,-2500,SPARSE,ZERO,,
16651-FF27267AU,"PETBARN PTY LTD",Croston's,624,3120,-80.0,-2496,FLAT,FLAT,A,F35|F57|F64|R5|VP-Q3
3102-FF5952,"CHEWY.COM",Seasonal Baseline,9696,7200,34.7,2496,FLAT,VARIABLE,A,F16|F37|F41|F64|VP-Q1|VP-Q4
23011-BB0100PCS2,"WAL MART STORES",Sparse Intermittent,84,2570,-96.7,-2486,FLAT,SPARSE,A,F17
13640-FF10162,"BURLINGTON COAT FACTORY",Sparse Intermittent,6516,9000,-27.6,-2484,SPARSE,SPARSE,A,F37|F47|F64|R2|VP-OP
22008-BB15776,"VARIETY WHOLESALERS INC",Sparse Intermittent,23736,21252,11.7,2484,SPARSE,SPARSE,A: Off-Price,F64|R2
1864-FF12302PCS2,"AMAZON.COM.KYDC,INC",Seasonal Baseline,3000,520,476.9,2480,SPARSE,FLAT,A,F15|F16|F35|F37|F38b|F59a|F59e|F66|F_PO_CUTOFF|VP-Q1
13640-BB22117,"BURLINGTON COAT FACTORY",Sparse Intermittent,6528,9000,-27.5,-2472,SPARSE,SPARSE,A: Off-Price,F37|F62|R2|VP-OP
1864-FF31325,"AMAZON.COM.KYDC,INC",Croston's,10548,13000,-18.9,-2452,FLAT,FLAT,A,F10|F14a|F18|F37|F41|F59d|F59h|F59l|F69|F69-wos|F_PO_CUTOFF|VP-Q3
13640-BB0409,"BURLINGTON COAT FACTORY",Sparse Intermittent,756,3200,-76.4,-2444,SPARSE,SPARSE,A: Off-Price,F10|F34|F64|M1|R2
20474-FF10475,"THEIS DISTRIBUTING COMPANY INC",Croston's,6960,9400,-26.0,-2440,FLAT,FLAT,A,F26|F35|F37|F41|F62|F64|F66|VP-Q3
22008-BB18835,"VARIETY WHOLESALERS INC",Sparse Intermittent,1764,4200,-58.0,-2436,SPARSE,SPARSE,A: Off-Price,F64|R2
1864-FF4934AMZ,"AMAZON.COM.KYDC,INC",Heuristic,10464,12895,-18.9,-2431,FLAT,SPIKE,A,F37|F58|F59e|F59g|F59h|F9|R9|VP-Q4
1864-BB22094,"AMAZON.COM.KYDC,INC",Seasonal Baseline,4944,2515,96.6,2429,FLAT,VARIABLE,A,F15|F16|F35|F37|F38|F38b|F45|F59a|F59d|F59e|F59j|F59m|VP-Q1|VP-Q4
13149-FF17285,"MEIJER THRIFTY ACRES",Sparse Intermittent,576,3000,-80.8,-2424,FLAT,SPARSE,FD,F35|F37|F52
13640-BB21626,"BURLINGTON COAT FACTORY",Sparse Intermittent,5976,8400,-28.9,-2424,SPARSE,SPARSE,A: Off-Price,F26|F37|F62|F64|R2|VP-Q4
1864-FF20207EC,"AMAZON.COM.KYDC,INC",Croston's,780,3200,-75.6,-2420,BACK_LOADED,BACK_LOADED,A,F10|F14a|F18|F37|F59h|F60|F70b|F_PO_CUTOFF
13640-FF33871,"BURLINGTON COAT FACTORY",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
13640-FF7112,"BURLINGTON COAT FACTORY",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
13640-FF7115,"BURLINGTON COAT FACTORY",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
14719-FF7112,"T J MAXX",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
1864-FF5715AMZ2,"AMAZON.COM.KYDC,INC",Croston's,3600,6000,-40.0,-2400,SPARSE,FLAT,A,F10|F14a|F18|F40|F59e|F59f|F59g|F59h|F59i|F63|F71|F_PO_CUTOFF
21025-FF33876,"TROPICAL REPS AND DISTRIBUTORS",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
4524-FF10475,"DD'S DISCOUNTS",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
4524-FF10477,"DD'S DISCOUNTS",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
4524-FF12849,"DD'S DISCOUNTS",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
4524-FF14364,"DD'S DISCOUNTS",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
4524-FF20210,"DD'S DISCOUNTS",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
8919-FF7215,"H G BUYING INC",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
8919-FF7217,"H G BUYING INC",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
8919-FF7218,"H G BUYING INC",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
8919-FF9060,"H G BUYING INC",OTB (zero),0,2400,-100.0,-2400,SPARSE,ZERO,,
3102-FF12843,"CHEWY.COM",Seasonal Baseline,3108,5500,-43.5,-2392,FLAT,VARIABLE,A,F16|F37|F45|F64|VP-Q1|VP-Q4
16553-FF34436PS,"PETSMART INC",Seasonal Baseline,13920,11534,20.7,2386,FLAT,VARIABLE,A,F16|F37|F39|F43|F44|F46|F64|F66|F6b|F71|VP-FL|VP-Q1|VP-Q4
1885-FF17553,"AMAZON PRIVATE LABEL",Seasonal Baseline,7740,10125,-23.6,-2385,VARIABLE,VARIABLE,A,F16|F37|F39|F43|F59a|F59e|VP-Q1|VP-Q4
1864-FF12653EC,"AMAZON.COM.KYDC,INC",Heuristic,96,2480,-96.1,-2384,BACK_LOADED,BACK_LOADED,A,F23b|F36|F47|F59g|F59h|F59o|F60|F70b|F_PO_CUTOFF
4524-BB0191,"DD'S DISCOUNTS",Sparse Intermittent,2418,4800,-49.6,-2382,SPARSE,SPARSE,A: Off-Price,F64|R2|VP-OP
16579-FF22083,"PETCO ANIMAL SUPPLIES, INC",Seasonal Baseline,18720,16339,14.6,2381,FLAT,FLAT,A,F16|F37|F64|F66|VP-Q1|VP-Q4
16820-FF18757,"PSP DISTRIBUTION, LLC",Croston's,12168,9793,24.3,2375,FLAT,FLAT,A,F41|F64|F66|VP-Q3|VP-Q4
1864-FF31480,"AMAZON.COM.KYDC,INC",Croston's,384,2758,-86.1,-2374,VARIABLE,VARIABLE,A,F10|F14a|F18|F36|F59d|F59e|F59h
13646-FF7112,"MARSHALLS",Sparse Intermittent,4872,2500,94.9,2372,SPARSE,SPARSE,A,F10|F34|F37|M1|R2
1864-FF27264,"AMAZON.COM.KYDC,INC",Croston's,3000,630,376.2,2370,BACK_LOADED,FLAT,A,F36|F47|F59d|F59g|F59h|F71|F_PO_CUTOFF|M1
1864-FF7488,"AMAZON.COM.KYDC,INC",Croston's,6150,8515,-27.8,-2365,FLAT,SPIKE,A,F10|F14a|F18|F40|F59d|F59h|F59i|F59l|F71|VP-Q4
3102-FF17828,"CHEWY.COM",Seasonal Baseline,4116,6480,-36.5,-2364,FLAT,VARIABLE,A,F16|F37|F41|F43|F64|F71|VP-FL|VP-Q1|VP-Q4
13149-FF7258,"MEIJER THRIFTY ACRES",Sparse Intermittent,2664,5026,-47.0,-2362,FLAT,SPARSE,A,F35|F37|F39|F64
1864-FF7297AMZ,"AMAZON.COM.KYDC,INC",Croston's,21288,23650,-10.0,-2362,BACK_LOADED,BACK_LOADED,A,F18|F37|F43|F49|F57|F59d|F59g|F59i|F60|F70b|F_PO_CUTOFF|VP-Q3
16820-FF7266,"PSP DISTRIBUTION, LLC",Croston's,6762,9121,-25.9,-2359,SPIKE,SPARSE,A,F35|F37|F41|F66|VP-Q3
1864-BB26159,"AMAZON.COM.KYDC,INC",Seasonal Baseline,3684,1325,178.0,2359,FLAT,FLAT,FD,F15|F16|F37|F38b|F43|F52|F59e|F59j|F59m|F66|M1|VP-Q1|VP-Q4
3102-FF33542,"CHEWY.COM",Sparse Intermittent,144,2496,-94.2,-2352,FLAT,SPARSE,A: NEW,F10|F34|F37|M1
1864-BB27019,"AMAZON.COM.KYDC,INC",Seasonal Baseline,1930,4275,-54.9,-2345,FLAT,FLAT,A,F15|F16|F24|F37|F38b|F39|F47|F59h|F66|VP-Q1|VP-Q4
1864-BB0235,"AMAZON.COM.KYDC,INC",Heuristic,1152,3495,-67.0,-2343,FLAT,FLAT,A,F10|F14a|F23b|F34|F37|F59a|F59h|F59o|M1|R9|VP-Q4
1864-BB35094,"AMAZON.COM.KYDC,INC",Seasonal Baseline,10044,7705,30.4,2339,FLAT,VARIABLE,A,F15|F16|F38c|F47|F59e|F59f|F59j|F59m|F6b|VP-Q1|VP-Q4
1864-FF12801,"AMAZON.COM.KYDC,INC",Seasonal Baseline,3360,1025,227.8,2335,FLAT,FLAT,FD,F15|F16|F37|F38b|F43|F49|F52|F59a|F59d|F66|VP-Q1|VP-Q4
18360-FF10477,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,12324,10000,23.2,2324,SPARSE,SPARSE,A,F37|F64|R2
13640-BB33532,"BURLINGTON COAT FACTORY",Sparse Intermittent,5472,3150,73.7,2322,SPARSE,SPARSE,A: Off-Price,F64|R2|VP-OP
1864-BB35098,"AMAZON.COM.KYDC,INC",Seasonal Baseline,8694,11015,-21.1,-2321,FLAT,VARIABLE,A,F15|F16|F37|F38|F38b|F45|F47|F59a|F59j|F71|VP-Q1|VP-Q4
16820-FF26968,"PSP DISTRIBUTION, LLC",Croston's,2532,4850,-47.8,-2318,FLAT,FLAT,A,F35|F57|F64|F66|F71|VP-Q3
16553-FF7210,"PETSMART INC",Seasonal Baseline,10512,12827,-18.0,-2315,FLAT,VARIABLE,A,F16|F26|F37|F62|F64|VP-Q1|VP-Q4
1864-BB26413,"AMAZON.COM.KYDC,INC",Croston's,3120,810,285.2,2310,BACK_LOADED,FLAT,FD,F37|F52|F59j|F59m|M1|VP-Q4
22008-BB22116,"VARIETY WHOLESALERS INC",Sparse Intermittent,6690,9000,-25.7,-2310,SPARSE,SPARSE,A: Off-Price,F64|R2
22008-BB35101,"VARIETY WHOLESALERS INC",Croston's,690,3000,-77.0,-2310,SPARSE,SPARSE,A: Off-Price,F37|F39|F61|F71|VP-Q4
22008-BB26921,"VARIETY WHOLESALERS INC",Sparse Intermittent,1308,3600,-63.7,-2292,SPARSE,SPARSE,A: Off-Price,F64|R2
3892-BB35032,"CERTCO INC.",Sparse Intermittent,1536,3816,-59.7,-2280,SPARSE,SPARSE,A,F37|F39|VP-Q3
1864-FF12850,"AMAZON.COM.KYDC,INC",Heuristic,5256,7535,-30.2,-2279,FLAT,VARIABLE,A,F10|F14a|F59g|F59h|F59i|F_PO_CUTOFF|R9
1864-FF35147EC,"AMAZON.COM.KYDC,INC",Seasonal Baseline,18168,15889,14.3,2279,FRONT_LOADED,VARIABLE,A,F15|F16|F35|F37|F59g|F59j|F59m|F60|F66|F_PO_CUTOFF|VP-Q1|VP-Q2
1864-FF31481,"AMAZON.COM.KYDC,INC",Seasonal Baseline,600,2875,-79.1,-2275,FLAT,FLAT,A,F10|F14a|F15|F16|F48|F59e|F59f|F59h|F6b|VP-Q1|VP-Q4
16579-FF4849,"PETCO ANIMAL SUPPLIES, INC",Seasonal Baseline,9270,11543,-19.7,-2273,FLAT,VARIABLE,A,F16|F37|F64|VP-Q1|VP-Q4
4524-FF10162,"DD'S DISCOUNTS",OTB (zero),0,2268,-100.0,-2268,SPARSE,ZERO,,
1864-FF10530,"AMAZON.COM.KYDC,INC",Croston's,18648,20915,-10.8,-2267,FLAT,FLAT,A,F18|F35|F37|F47|F59g|F59h|F59o|F69|F69-wos|F71|F_PO_CUTOFF
16820-FF25895,"PSP DISTRIBUTION, LLC",Sparse Intermittent,3072,5325,-42.3,-2253,SPIKE,SPARSE,A,F35|F37|F64|F66
13225-FF7266,"MENARD INC",Seasonal Baseline,4752,2500,90.1,2252,FLAT,VARIABLE,A,F16|F37|F62|F64|VP-Q1|VP-Q4
16553-FF27261,"PETSMART INC",Croston's,7020,9270,-24.3,-2250,FLAT,FLAT,A,F37|F47|F64|VP-Q4
1864-BB13436CLR,"AMAZON.COM.KYDC,INC",Heuristic,2166,4410,-50.9,-2244,SPARSE,FLAT,FD,F23b|F41|F47|F52|F59o|F_PO_CUTOFF
22008-BB21644,"VARIETY WHOLESALERS INC",Sparse Intermittent,3756,6000,-37.4,-2244,SPARSE,SPARSE,A: Off-Price,F37|F64|R2
1864-FF31292,"AMAZON.COM.KYDC,INC",Seasonal Baseline,1160,3400,-65.9,-2240,FLAT,VARIABLE,FD,F15|F24|F35|F37|F43|F44|F46|F52|F66|F6b|VP-Q1|VP-Q4
1864-FF7619PCS2,"AMAZON.COM.KYDC,INC",Seasonal Baseline,750,2980,-74.8,-2230,FLAT,FLAT,A,F10|F14a|F15|F16|F38|F38b|F59f|F59h|F6b|F_PO_CUTOFF|VP-Q1|VP-Q2
23011-BB13448CLR/12,"WAL MART STORES",Heuristic,2976,5200,-42.8,-2224,FLAT,VARIABLE,FD,F10|F34|F52|F64|M1|R9
1864-BB21167,"AMAZON.COM.KYDC,INC",Seasonal Baseline,888,3100,-71.4,-2212,FLAT,VARIABLE,FD,F15|F37|F52|F59a|VP-Q1|VP-Q4
1864-FF29834,"AMAZON.COM.KYDC,INC",Croston's,312,2523,-87.6,-2211,VARIABLE,FLAT,A,F10|F14a|F18|F36|F59d|F59f|F59h
1864-BB33243,"AMAZON.COM.KYDC,INC",Seasonal Baseline,900,3110,-71.1,-2210,VARIABLE,FLAT,A,F10|F14a|F15|F16|F36|F37|F38c|F59d|F59e|F59f|F59h|F66|F6b|VP-Q1
13640-FF33637,"BURLINGTON COAT FACTORY",Sparse Intermittent,3192,5400,-40.9,-2208,SPARSE,SPARSE,A,F37|F41|F64|R2|VP-OP|VP-Q4
16579-FF32657,"PETCO ANIMAL SUPPLIES, INC",Sparse Intermittent,5280,3081,71.4,2199,VARIABLE,SPARSE,A: NEW 4/22,F10|F17|F34|F37|M1
18360-BB31256,"ROSS STORES INC - MERCHANDISE",Sparse Intermittent,6612,8800,-24.9,-2188,SPARSE,SPARSE,A,F37|R2|VP-OP
1864-FF8653,"AMAZON.COM.KYDC,INC",Seasonal Baseline,31244,29072,7.5,2172,FLAT,FLAT,A,F15|F16|F35|F37|F38|F38b|F47|F59g|F59m|F66|F6b|F_PO_CUTOFF|VP-Q1
1864-FF20210EC,"AMAZON.COM.KYDC,INC",Croston's,288,2455,-88.3,-2167,FLAT,FLAT,A,F18|F37|F43|F59f|F59h|VP-Q4
1864-FF13880,"AMAZON.COM.KYDC,INC",Croston's,1356,3520,-61.5,-2164,FLAT,SPIKE,A,F10|F14a|F18|F35|F41|F45|F59d|F59e|F59h|F71|VP-Q4
1864-FF12837,"AMAZON.COM.KYDC,INC",Croston's,5988,8150,-26.5,-2162,FRONT_LOADED,FRONT_LOADED,A,F18|F35|F37|F41|F57|F59d|F59g|F59i|F70|F71|F_PO_CUTOFF|VP-Q3
